"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4","plate"
"8","A8","FALSE","E57aJSW","Eim","UNKNOWN","SYBR","None","Amp","1.45776424920702",NA,NA,"20.5439099489603","0.959950561982304","20.4447259105596","1.21461689859922","TRUE","0.0749682167284618","TRUE","3","16","74.6590728759766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"9","A9","FALSE","E57aJSW","Eim","UNKNOWN","SYBR","None","Amp","1.44930114260526",NA,NA,"19.1835580145534","0.872424432557959","20.4447259105596","1.21461689859922","TRUE","0.0749682167284618","TRUE","3","16","74.6691741943359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"10","A10","FALSE","E57aFPY","Eim","UNKNOWN","SYBR","None","Amp","1.40059266631037",NA,NA,"32.6615884006112","0.992730964360289","30.9019048364335","1.93754584168866","TRUE","0.0749682167284618","TRUE","3","28","74.8204727172852","84.8061828613281",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"11","A11","FALSE","E57aFPY","Eim","UNKNOWN","SYBR","None","Amp","1.41893597925479",NA,NA,"31.2186077480845","0.979928278262274","30.9019048364335","1.93754584168866","TRUE","0.0749682167284618","TRUE","3","27","74.8204727172852",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"12","A12","FALSE","E57aFPY","Eim","UNKNOWN","SYBR","None","Amp","1.43305723793704",NA,NA,"28.8255183606048","0.94454056930241","30.9019048364335","1.93754584168866","TRUE","0.0749682167284618","TRUE","3","25","74.9717712402344",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"13","B1","FALSE","E57aDPT","Eim","UNKNOWN","SYBR","None","Amp","1.44610718790724",NA,NA,"23.3070888508121","0.969335279844361","22.5258175276303","0.767954329902864","TRUE","0.0749682167284618","TRUE","3","20","74.8027038574219",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"14","B2","FALSE","E57aDPT","Eim","UNKNOWN","SYBR","None","Amp","1.43963596647839",NA,NA,"22.4984520031232","0.913737257948598","22.5258175276303","0.767954329902864","TRUE","0.0749682167284618","TRUE","3","19","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"15","B3","FALSE","E57aDPT","Eim","UNKNOWN","SYBR","None","Amp","1.44108564658465",NA,NA,"21.7719117289557","0.877895274705094","22.5258175276303","0.767954329902864","TRUE","0.0749682167284618","TRUE","3","18","74.8027038574219",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"16","B4","FALSE","E57aABD","Eim","UNKNOWN","SYBR","None","Amp","1.43325290444549",NA,NA,"31.9395377356735","0.975128904216856","31.1667108993995","0.716594084859159","TRUE","0.0749682167284618","TRUE","3","28","74.8027038574219",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"17","B5","FALSE","E57aABD","Eim","UNKNOWN","SYBR","None","Amp","1.4399419667023",NA,NA,"31.0363464869361","0.955128507700895","31.1667108993995","0.716594084859159","TRUE","0.0749682167284618","TRUE","3","27","74.8102722167969",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"18","B6","FALSE","E57aABD","Eim","UNKNOWN","SYBR","None","Amp","1.45575769259208",NA,NA,"30.524248475589","0.926582524073217","31.1667108993995","0.716594084859159","TRUE","0.0749682167284618","TRUE","3","27","74.9614715576172",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"19","B7","FALSE","E57aJVY","Eim","UNKNOWN","SYBR","None","Amp","1.4407705015701",NA,NA,"28.0253000448892","0.97642823807971","27.3022539451004","0.852914585609109","TRUE","0.0749682167284618","TRUE","3","24","74.6590728759766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"20","B8","FALSE","E57aJVY","Eim","UNKNOWN","SYBR","None","Amp","1.44073486299491",NA,NA,"27.5198392991595","0.973627521952501","27.3022539451004","0.852914585609109","TRUE","0.0749682167284618","TRUE","3","24","74.8102722167969",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"21","B9","FALSE","E57aJVY","Eim","UNKNOWN","SYBR","None","Amp","1.43024597629645",NA,NA,"26.3616224912525","0.929813529536855","27.3022539451004","0.852914585609109","TRUE","0.0749682167284618","TRUE","3","23","74.8204727172852",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"22","B10","FALSE","E57aHNX","Eim","UNKNOWN","SYBR","None","Amp","1.43401038957745",NA,NA,"29.7422927172034","0.98769437607074","28.7596191347676","1.09845979989824","TRUE","0.0749682167284618","TRUE","3","26","74.8204727172852",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"23","B11","FALSE","E57aHNX","Eim","UNKNOWN","SYBR","None","Amp","1.43185659203583",NA,NA,"28.9628170113522","0.991790109295501","28.7596191347676","1.09845979989824","TRUE","0.0749682167284618","TRUE","3","25","74.8204727172852",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"24","B12","FALSE","E57aHNX","Eim","UNKNOWN","SYBR","None","Amp","1.44471327088622",NA,NA,"27.5737476757472","0.990728888898467","28.7596191347676","1.09845979989824","TRUE","0.0749682167284618","TRUE","3","23","74.9717712402344",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"25","C1","FALSE","E57aDTY","Eim","UNKNOWN","SYBR","None","Amp","1.38890165358493",NA,NA,"32.4392922667191","0.974038293710706","31.9965673474531","0.529717006041314","TRUE","0.0749682167284618","TRUE","3","29","77.8249893188477",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"26","C2","FALSE","E57aDTY","Eim","UNKNOWN","SYBR","None","Amp","1.39597800279144",NA,NA,"32.1407128779997","0.935739596928933","31.9965673474531","0.529717006041314","TRUE","0.0749682167284618","TRUE","3","29","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"27","C3","FALSE","E57aDTY","Eim","UNKNOWN","SYBR","None","Amp","1.37107581808285",NA,NA,"31.4096968976406","0.807839403060556","31.9965673474531","0.529717006041314","TRUE","0.0749682167284618","TRUE","3","28","74.8027038574219",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"28","C4","FALSE","E57aBGI","Eim","UNKNOWN","SYBR","None","Amp","1.45841535493901",NA,NA,"19.884230927386","0.980302785012119","18.8781967857516","1.02481432771938","TRUE","0.0749682167284618","TRUE","3","16","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"29","C5","FALSE","E57aBGI","Eim","UNKNOWN","SYBR","None","Amp","1.44496247163364",NA,NA,"18.9147776075345","0.955336727406706","18.8781967857516","1.02481432771938","TRUE","0.0749682167284618","TRUE","3","15","74.5078735351563",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"30","C6","FALSE","E57aBGI","Eim","UNKNOWN","SYBR","None","Amp","1.44944155687753",NA,NA,"17.8355818223344","0.888317322226223","18.8781967857516","1.02481432771938","TRUE","0.0749682167284618","TRUE","3","14","74.6590728759766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"31","C7","FALSE","E57aOPY","Eim","UNKNOWN","SYBR","None","Amp","1.37938695896728",NA,NA,"33.4309516064329","0.987045598678632","33.0979258259748","0.397810512261725","TRUE","0.0749682167284618","TRUE","3","29","79.0438385009766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"32","C8","FALSE","E57aOPY","Eim","UNKNOWN","SYBR","None","Amp","1.37376634449974",NA,NA,"33.2054085120401","0.980474939722473","33.0979258259748","0.397810512261725","TRUE","0.0749682167284618","TRUE","3","29","75.1126708984375",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"33","C9","FALSE","E57aOPY","Eim","UNKNOWN","SYBR","None","Amp","1.40602605869381",NA,NA,"32.6574173594515","0.973962947325087","33.0979258259748","0.397810512261725","TRUE","0.0749682167284618","TRUE","3","29","74.9717712402344","62.5652770996094",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"34","C10","FALSE","E57aHQT","Eim","UNKNOWN","SYBR","None","Amp","1.44938469125362",NA,NA,"25.6387652495888","0.97490774020929","24.7341383625642","0.927169625505007","TRUE","0.0749682167284618","TRUE","3","22","74.5178756713867",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"35","C11","FALSE","E57aHQT","Eim","UNKNOWN","SYBR","None","Amp","1.43438802536799",NA,NA,"24.7776889739232","0.954633956608814","24.7341383625642","0.927169625505007","TRUE","0.0749682167284618","TRUE","3","21","74.5178756713867",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"36","C12","FALSE","E57aHQT","Eim","UNKNOWN","SYBR","None","Amp","1.42025487009707",NA,NA,"23.7859608641807","0.891631368147729","24.7341383625642","0.927169625505007","TRUE","0.0749682167284618","TRUE","3","20","74.6691741943359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"37","D1","FALSE","E57aEQU","Eim","UNKNOWN","SYBR","None","Amp","1.15556035250318",NA,NA,"35.5767005076742","0.918476233348961","34.2381964906307","1.22693898280903","TRUE","0.0749682167284618","TRUE","3","31","77.3716430664063","82.3584136962891",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"38","D2","FALSE","E57aEQU","Eim","UNKNOWN","SYBR","None","Amp","1.36087308696013",NA,NA,"33.9710446124318","0.954758538067553","34.2381964906307","1.22693898280903","TRUE","0.0749682167284618","TRUE","3","29","77.5227584838867","85.3807067871094",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"39","D3","FALSE","E57aEQU","Eim","UNKNOWN","SYBR","None","Amp","1.36322349029551",NA,NA,"33.1668443517863","0.92884840030497","34.2381964906307","1.22693898280903","TRUE","0.0749682167284618","TRUE","3","29","77.2205352783203","85.2295913696289",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"40","D4","FALSE","E57aBOR","Eim","UNKNOWN","SYBR","None","Amp","1.37959527569243",NA,NA,"32.7550704129587","0.953846965540543","32.786196479322","0.0480516246415494","TRUE","0.0749682167284618","TRUE","3","29","83.7184448242188","78.2783355712891",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"41","D5","FALSE","E57aBOR","Eim","UNKNOWN","SYBR","None","Amp","1.44180237245266",NA,NA,"32.761980942579","0.930300318489962","32.786196479322","0.0480516246415494","TRUE","0.0749682167284618","TRUE","3","29","82.672607421875","77.6830520629883",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"42","D6","FALSE","E57aBOR","Eim","UNKNOWN","SYBR","None","Amp","1.39713781361605",NA,NA,"32.8415380824284","0.870679719840254","32.786196479322","0.0480516246415494","TRUE","0.0749682167284618","TRUE","3","29","77.6830520629883","83.2774047851563",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"43","D7","FALSE","E57aBDY","Eim","UNKNOWN","SYBR","None","Amp","1.31105589754641",NA,NA,"33.4938636354076","0.967936684987423","33.0781417502995","0.808277245591903","TRUE","0.0749682167284618","TRUE","3","30","76.7758560180664",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"44","D8","FALSE","E57aBDY","Eim","UNKNOWN","SYBR","None","Amp","1.43220110753948",NA,NA,"33.5939475759635","0.966755638273166","33.0781417502995","0.808277245591903","TRUE","0.0749682167284618","TRUE","3","30","85.0917816162109","77.078254699707",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"45","D9","FALSE","E57aBDY","Eim","UNKNOWN","SYBR","None","Amp","1.29994352079212",NA,NA,"32.1466140395272","0.836503843573468","33.0781417502995","0.808277245591903","TRUE","0.0749682167284618","TRUE","3","28","74.8204727172852",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"46","D10","FALSE","E57aIPY","Eim","UNKNOWN","SYBR","None","Amp","1.39332650963933",NA,NA,"33.661235720338","0.963476872289767","32.2380447347043","1.58672579536439","TRUE","0.0749682167284618","TRUE","3","30","74.6691741943359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"47","D11","FALSE","E57aIPY","Eim","UNKNOWN","SYBR","None","Amp","1.42453667958379",NA,NA,"32.5257461514607","0.936368107494638","32.2380447347043","1.58672579536439","TRUE","0.0749682167284618","TRUE","3","29","74.6691741943359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"48","D12","FALSE","E57aIPY","Eim","UNKNOWN","SYBR","None","Amp","1.41006100082027",NA,NA,"30.527152332314","0.783027265920048","32.2380447347043","1.58672579536439","TRUE","0.0749682167284618","TRUE","3","26","74.5178756713867",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"49","E1","FALSE","E57aIJR","Eim","UNKNOWN","SYBR","None","Amp","1.44858778394544",NA,NA,"22.2785811320511","0.979557643422346","21.4777752362969","0.9121566406843","TRUE","0.0749682167284618","TRUE","3","17","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"50","E2","FALSE","E57aIJR","Eim","UNKNOWN","SYBR","None","Amp","1.43420546234309",NA,NA,"21.6698772885158","0.932935141503783","21.4777752362969","0.9121566406843","TRUE","0.0749682167284618","TRUE","3","17","74.5004730224609",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"51","E3","FALSE","E57aIJR","Eim","UNKNOWN","SYBR","None","Amp","1.41662826508288",NA,NA,"20.4848672883239","0.843704213656346","21.4777752362969","0.9121566406843","TRUE","0.0749682167284618","TRUE","3","17","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"52","E4","FALSE","E57aCLT","Eim","UNKNOWN","SYBR","None","Amp","1.37624701434094",NA,NA,"33.3376500616877","0.939756044134423","33.0402332242179","1.27514592451307","TRUE","0.0749682167284618","TRUE","3","30","76.9183044433594","82.0561904907227",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"53","E5","FALSE","E57aCLT","Eim","UNKNOWN","SYBR","None","Amp","1.42202044768058",NA,NA,"31.6426635051801","0.952836296689591","33.0402332242179","1.27514592451307","TRUE","0.0749682167284618","TRUE","3","28","80.7070236206055",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"54","E6","FALSE","E57aCLT","Eim","UNKNOWN","SYBR","None","Amp","1.36942085446447",NA,NA,"34.1403861057859","0.82302383082319","33.0402332242179","1.27514592451307","TRUE","0.0749682167284618","TRUE","3","30","77.8342437744141","82.0678100585938",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"55","E7","FALSE","E57CDE","Eim","UNKNOWN","SYBR","None","Amp","1.31035331282019",NA,NA,"28.802971855536","0.938520053820736","27.7052148775219","1.03925633158321","TRUE","0.0749682167284618","TRUE","3","25","74.8102722167969",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"56","E8","FALSE","E57CDE","Eim","UNKNOWN","SYBR","None","Amp","1.45254605012842",NA,NA,"27.5761588934522","0.947332484427117","27.7052148775219","1.03925633158321","TRUE","0.0749682167284618","TRUE","3","23","74.5078735351563",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"57","E9","FALSE","E57CDE","Eim","UNKNOWN","SYBR","None","Amp","1.42520323605053",NA,NA,"26.7365138835776","0.885604475791739","27.7052148775219","1.03925633158321","TRUE","0.0749682167284618","TRUE","3","23","74.6691741943359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"58","E10","FALSE","E57aSUW","Eim","UNKNOWN","SYBR","None","Inconclusive","1.17283544874211",NA,NA,"36.1330070699609","0.978203172171617","34.5182311678289","1.59056084186559","TRUE","0.0749682167284618","TRUE","3","31","75.7282638549805",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"59","E11","FALSE","E57aSUW","Eim","UNKNOWN","SYBR","None","Amp","1.35567111351643",NA,NA,"32.9530451690638","0.964722372275901","34.5182311678289","1.59056084186559","TRUE","0.0749682167284618","TRUE","3","27","74.9717712402344","79.0568389892578","62.1113815307617",NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"60","E12","FALSE","E57aSUW","Eim","UNKNOWN","SYBR","None","Amp","1.33654876427574",NA,NA,"34.468641264462","0.986019984195053","34.5182311678289","1.59056084186559","TRUE","0.0749682167284618","TRUE","3","30","74.9717712402344","82.2341079711914",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"61","F1","FALSE","E57aIJY","Eim","UNKNOWN","SYBR","None","Amp","1.44127490103041",NA,NA,"25.8109831498717","0.965465955741168","25.1216616724437","0.814182847282237","TRUE","0.0749682167284618","TRUE","3","22","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"62","F2","FALSE","E57aIJY","Eim","UNKNOWN","SYBR","None","Amp","1.43383768103351",NA,NA,"25.3306439905597","0.937118042276949","25.1216616724437","0.814182847282237","TRUE","0.0749682167284618","TRUE","3","22","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"63","F3","FALSE","E57aIJY","Eim","UNKNOWN","SYBR","None","Amp","1.42979950877606",NA,NA,"24.2233578768998","0.854999943201111","25.1216616724437","0.814182847282237","TRUE","0.0749682167284618","TRUE","3","21","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"64","F4","FALSE","E57aESV","Eim","UNKNOWN","SYBR","None","Amp","1.40883898218117",NA,NA,"32.2916132799299","0.969503579523467","32.452246086689","0.267613398790158","TRUE","0.0749682167284618","TRUE","3","28","80.9983901977539","75.4071578979492","62.4113311767578",NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"65","F5","FALSE","E57aESV","Eim","UNKNOWN","SYBR","None","Amp","1.34687646411333",NA,NA,"32.3039476234116","0.944796095730135","32.452246086689","0.267613398790158","TRUE","0.0749682167284618","TRUE","3","28","71.9375","82.672607421875","78.287841796875","61.807186126709","qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"66","F6","FALSE","E57aESV","Eim","UNKNOWN","SYBR","None","Amp","1.45428416331735",NA,NA,"32.7611773567254","0.924454479068606","32.452246086689","0.267613398790158","TRUE","0.0749682167284618","TRUE","3","29","82.3702087402344",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"67","F7","FALSE","E57CEW","Eim","UNKNOWN","SYBR","None","Amp","1.43938812808005",NA,NA,"31.2157340578551","0.976299485099464","30.1041858175593","1.24995783366378","TRUE","0.0749682167284618","TRUE","3","28","74.6590728759766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"68","F8","FALSE","E57CEW","Eim","UNKNOWN","SYBR","None","Amp","1.42684621954718",NA,NA,"30.3457447320079","0.958516420128612","30.1041858175593","1.24995783366378","TRUE","0.0749682167284618","TRUE","3","26","74.5078735351563",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"69","F9","FALSE","E57CEW","Eim","UNKNOWN","SYBR","None","Amp","1.43520942225258",NA,NA,"28.7510786628149","0.920154999472242","30.1041858175593","1.24995783366378","TRUE","0.0749682167284618","TRUE","3","25","74.8204727172852",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"70","F10","FALSE","E57aBCE","Eim","UNKNOWN","SYBR","None","Amp","1.42671397419034",NA,NA,"30.8360508482707","0.96208650207586","29.815640751277","0.894342073633627","TRUE","0.0749682167284618","TRUE","3","26","74.6691741943359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"71","F11","FALSE","E57aBCE","Eim","UNKNOWN","SYBR","None","Amp","1.42506319614519",NA,NA,"29.4429863121426","0.923631808523286","29.815640751277","0.894342073633627","TRUE","0.0749682167284618","TRUE","3","25","74.5178756713867",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"72","F12","FALSE","E57aBCE","Eim","UNKNOWN","SYBR","None","Amp","1.41847960457182",NA,NA,"29.1678850934178","0.842354630052583","29.815640751277","0.894342073633627","TRUE","0.0749682167284618","TRUE","3","25","74.6691741943359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"73","G1","FALSE","E57aLMW","Eim","UNKNOWN","SYBR","None","Amp","1.4159349411996",NA,NA,"31.9505043573085","0.992096253564554","30.8995697992028","1.32089373983062","TRUE","0.0749682167284618","TRUE","3","28","74.8027038574219","79.4872436523438",NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"74","G2","FALSE","E57aLMW","Eim","UNKNOWN","SYBR","None","Amp","1.40431469990689",NA,NA,"31.3313969826109","0.950096120751573","30.8995697992028","1.32089373983062","TRUE","0.0749682167284618","TRUE","3","28","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"75","G3","FALSE","E57aLMW","Eim","UNKNOWN","SYBR","None","Amp","1.42224351348346",NA,NA,"29.4168080576891","0.838830332482115","30.8995697992028","1.32089373983062","TRUE","0.0749682167284618","TRUE","3","26","74.8027038574219",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"76","G4","FALSE","E57aFTX","Eim","UNKNOWN","SYBR","None","Amp","1.42984408600857",NA,NA,"21.0101549187863","0.910493783135996","20.7833448614686","0.301379120768136","TRUE","0.0749682167284618","TRUE","3","17","74.5004730224609",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"77","G5","FALSE","E57aFTX","Eim","UNKNOWN","SYBR","None","Amp","1.43184245565413",NA,NA,"20.8985164564168","0.881209283492505","20.7833448614686","0.301379120768136","TRUE","0.0749682167284618","TRUE","3","18","74.6590728759766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"78","G6","FALSE","E57aFTX","Eim","UNKNOWN","SYBR","None","Amp","1.43605419626695",NA,NA,"20.4413632092027","0.832291817707931","20.7833448614686","0.301379120768136","TRUE","0.0749682167284618","TRUE","3","17","74.6590728759766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"79","G7","FALSE","E57aDMX","Eim","UNKNOWN","SYBR","None","Amp","1.4597671551198",NA,NA,"24.0228181818388","0.99476858348","22.9376865561659","1.11173060410276","TRUE","0.0749682167284618","TRUE","3","20","74.5078735351563",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"80","G8","FALSE","E57aDMX","Eim","UNKNOWN","SYBR","None","Amp","1.45397479285973",NA,NA,"22.9891005008316","0.993794677771591","22.9376865561659","1.11173060410276","TRUE","0.0749682167284618","TRUE","3","19","74.5078735351563",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"81","G9","FALSE","E57aDMX","Eim","UNKNOWN","SYBR","None","Amp","1.43538382355434",NA,NA,"21.8011409858272","0.990040018055759","22.9376865561659","1.11173060410276","TRUE","0.0749682167284618","TRUE","3","18","74.5178756713867",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"82","G10","FALSE","E57aNTC1","Eim","NTC","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0749682167284618","TRUE","3","39","90.7068328857422","83.7471008300781","87.3782653808594","79.5107345581055","qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"83","G11","FALSE","E57aNTC1","Eim","NTC","SYBR","None","Inconclusive","0.80100843158168",NA,NA,"38.3831610972498","0.430311796748876","38.3831610972498",NA,"TRUE","0.0749682167284618","TRUE","3","36","82.2341079711914","91.1607360839844","66.6503448486328","69.0711212158203","qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"84","G12","FALSE","E57aNTC1","Eim","NTC","SYBR","None","No Amp","0",NA,NA,"Undetermined","0",NA,NA,"TRUE","0.0749682167284618","TRUE","3","39","88.2860565185547","70.8867034912109","92.6737213134766","79.5107345581055","qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"85","H1","FALSE","E57aPTV","Eim","UNKNOWN","SYBR","None","Amp","1.45298367848407",NA,NA,"25.4006901582299","0.993907696385099","24.1580702198266","1.15226954613886","TRUE","0.0749682167284618","TRUE","3","21","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"86","H2","FALSE","E57aPTV","Eim","UNKNOWN","SYBR","None","Amp","1.45053335809154",NA,NA,"23.9486423617576","0.994852470224308","24.1580702198266","1.15226954613886","TRUE","0.0749682167284618","TRUE","3","20","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"87","H3","FALSE","E57aPTV","Eim","UNKNOWN","SYBR","None","Amp","1.44069599565789",NA,NA,"23.1248781394922","0.97092348997349","24.1580702198266","1.15226954613886","TRUE","0.0749682167284618","TRUE","3","19","74.6515884399414",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"88","H4","FALSE","E57aJMY","Eim","UNKNOWN","SYBR","None","Amp","1.45707803572147",NA,NA,"27.0142523441286","0.991554422505067","26.4152189344942","0.913705270996611","TRUE","0.0749682167284618","TRUE","3","23","74.5004730224609",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"89","H5","FALSE","E57aJMY","Eim","UNKNOWN","SYBR","None","Amp","1.42799030115523",NA,NA,"26.8678501890925","0.980255751782052","26.4152189344942","0.913705270996611","TRUE","0.0749682167284618","TRUE","3","23","74.5078735351563",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"90","H6","FALSE","E57aJMY","Eim","UNKNOWN","SYBR","None","Amp","1.46669083483459",NA,NA,"25.3635542702614","0.982850421718185","26.4152189344942","0.913705270996611","TRUE","0.0749682167284618","TRUE","3","21","74.6590728759766",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"91","H7","FALSE","E57aFJK","Eim","UNKNOWN","SYBR","None","Amp","1.45051672119992",NA,NA,"18.8690701003472","0.978030456317363","17.536389536028","1.36047839888982","TRUE","0.0749682167284618","TRUE","3","14","74.3566741943359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"92","H8","FALSE","E57aFJK","Eim","UNKNOWN","SYBR","None","Amp","1.46142322489114",NA,NA,"17.5903779003625","0.961640225119494","17.536389536028","1.36047839888982","TRUE","0.0749682167284618","TRUE","3","14","74.3566741943359",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
"93","H9","FALSE","E57aFJK","Eim","UNKNOWN","SYBR","None","Amp","1.43852205826982",NA,NA,"16.1497206073742","0.883722030059894","17.536389536028","1.36047839888982","TRUE","0.0749682167284618","TRUE","3","13","74.5178756713867",NA,NA,NA,"qPCR_eimeria_lab_fecal_DB_25042022_b.eds"
