;Target;Sample;Mean Cq;Mean Efficiency Corrected Cq;Normalized Expression;Relative Normalized Expression;Regulation;Compared to Regulation Threshold;P-Value;Exceeds P-Value Threshold
;CDC42;MouseCaecum1;23,9616511879371;23,9616511879371;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum2;24,8394950782662;24,8394950782662;n. def.;n. def.;n. def.;No change;0,0508925699860485;Yes
;CDC42;MouseCaecum3;26,949919268197;26,949919268197;n. def.;n. def.;n. def.;No change;0,030777988522768;Yes
;CDC42;MouseCaecum4;24,7079709641179;24,7079709641179;n. def.;n. def.;n. def.;No change;0,35137359520981;Yes
;CXCL9;MouseCaecum1;31,2229584557689;31,2229584557689;0,000912391509197337;1;1;No change;n. def.;No
;CXCL9;MouseCaecum2;31,3019528326912;31,3019528326912;0,000386971286300894;0,424128548326065;-2,3577757355565;No change;0,357966360494712;Yes
;CXCL9;MouseCaecum3;33,5969241025134;33,5969241025134;0,00320044932239176;3,50775877474716;3,50775877474716;No change;0,188871099720618;Yes
;CXCL9;MouseCaecum4;31,9177999653701;31,9177999653701;0,0006623908272842;0,72599407228913;-1,37742171481773;No change;0,596424514082193;Yes
;IFN-g;MouseCaecum1;26,467669166184;26,467669166184;0,0246414323779679;1;1;No change;n. def.;No
;IFN-g;MouseCaecum2;31,6793167365022;31,6793167365022;0,000297907122570677;0,0120896836677821;-82,7151501626883;Down regulated;0,198082698746777;Yes
;IFN-g;MouseCaecum3;33,4090402617004;33,4090402617004;0,00364560512849094;0,147946153152627;-6,75921596263717;Down regulated;0,236960069517107;Yes
;IFN-g;MouseCaecum4;29,4044820548508;29,4044820548508;0,00378179853665662;0,153473161732187;-6,51579721635639;Down regulated;0,237361318217181;Yes
;IL-10;MouseCaecum1;34,5319455207976;34,5319455207976;9,20612512267868E-05;1;1;No change;n. def.;No
;IL-10;MouseCaecum2;32,1253516954808;32,1253516954808;0,000218680966661013;2,37538555849417;2,37538555849417;No change;0,46543022141785;Yes
;IL-10;MouseCaecum3;35,7137447243209;35,7137447243209;0,000737877813419698;8,01507478539462;8,01507478539462;Up regulated;0,250991914743339;Yes
;IL-10;MouseCaecum4;34,849104808476;34,849104808476;8,68367629174489E-05;0,94324986636921;-1,06016447566458;No change;0,686393310558447;Yes
;IL-12;MouseCaecum1;24,1752366049359;24,1752366049359;0,120713797709604;1;1;No change;n. def.;No
;IL-12;MouseCaecum2;34,0687325588243;34,0687325588243;5,68584546827496E-05;0,000471018688514227;-2123,05801104067;Down regulated;0,0134467228372019;Yes
;IL-12;MouseCaecum3;34,8586397101879;34,8586397101879;0,00133474010776377;0,0110570633439493;-90,439926849766;Down regulated;0,0137405281913596;Yes
;IL-12;MouseCaecum4;29,1179395664431;29,1179395664431;0,00461271129610812;0,0382119640308617;-26,1698142286629;Down regulated;0,0182619701115301;Yes
;IL-6;MouseCaecum1;24,4754339300784;24,4754339300784;0,0980366615455527;1;1;No change;n. def.;No
;IL-6;MouseCaecum2;27,6046836444459;27,6046836444459;0,00501958333515359;0,0512010839212557;-19,5308365256084;Down regulated;0,0219824630837612;Yes
;IL-6;MouseCaecum3;29,4852640907071;29,4852640907071;0,0553278698852859;0,564358975642778;-1,7719218496721;No change;0,0919630138424284;Yes
;IL-6;MouseCaecum4;26,5759350379359;26,5759350379359;0,0268643220836119;0,274023224170373;-3,64932572057562;No change;0,0393827160886328;Yes
;Ppia;MouseCaecum1;18,9555626027935;18,9555626027935;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppia;MouseCaecum2;16,4365095589008;16,4365095589008;n. def.;n. def.;n. def.;No change;0,107898472666927;Yes
;Ppia;MouseCaecum3;23,1601400267253;23,1601400267253;n. def.;n. def.;n. def.;No change;0,882656596544953;Yes
;Ppia;MouseCaecum4;18,7549174734926;18,7549174734926;n. def.;n. def.;n. def.;No change;0,461365647748427;Yes
;Ppib;MouseCaecum1;20,4574835004911;20,4574835004911;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppib;MouseCaecum2;18,6233962845597;18,6233962845597;n. def.;n. def.;n. def.;No change;0,255510893911664;Yes
;Ppib;MouseCaecum3;25,8181835517948;25,8181835517948;n. def.;n. def.;n. def.;No change;0,0661503510891492;Yes
;Ppib;MouseCaecum4;20,6104224039282;20,6104224039282;n. def.;n. def.;n. def.;No change;0,807581965031771;Yes
;STAT6;MouseCaecum1;22,8763940171743;22,8763940171743;0,296993874303579;1;1;No change;n. def.;No
;STAT6;MouseCaecum2;26,0186422061641;26,0186422061641;0,0150700160925284;0,0507418414870209;-19,7076016694386;Down regulated;0,0620886250065273;Yes
;STAT6;MouseCaecum3;28,2860086199643;28,2860086199643;0,127044485686069;0,42776803388277;-2,33771558599924;No change;0,142712189370299;Yes
;STAT6;MouseCaecum4;24,2253478271576;24,2253478271576;0,137016586451426;0,46134482326518;-2,16757607232368;No change;0,227613063112418;Yes
;TGF-b;MouseCaecum1;28,6402019008435;28,6402019008435;0,00546598492473323;1;1;No change;n. def.;No
;TGF-b;MouseCaecum2;25,8873359527727;25,8873359527727;0,0165059618488578;3,01975985593545;3,01975985593545;No change;0,106963349191834;Yes
;TGF-b;MouseCaecum3;31,2316919945349;31,2316919945349;0,0164898523102804;3,0168126215762;3,0168126215762;No change;0,0822184395553631;Yes
;TGF-b;MouseCaecum4;27,5163944286051;27,5163944286051;0,0139981099174348;2,56094923608264;2,56094923608264;No change;0,222939382074288;Yes
