;Target;Sample;Regulation
;CDC42;MouseCaecum2;n. def.
;CXCL9;MouseCaecum2;-2,3577757355565
;IFN-g;MouseCaecum2;-82,7151501626883
;IL-10;MouseCaecum2;2,37538555849417
;IL-12;MouseCaecum2;-2123,05801104067
;IL-6;MouseCaecum2;-19,5308365256084
;Ppia;MouseCaecum2;n. def.
;Ppib;MouseCaecum2;n. def.
;STAT6;MouseCaecum2;-19,7076016694386
;TGF-b;MouseCaecum2;3,01975985593545
