;Well;Fluor;Target;Content;Sample;End RFU;Call;Sample Type;CallType;Is Control
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;1439,31354696521;(+) Positive;Unknown;Positive;False
;A02;SYBR;IL-10;Unkn;MouseCaecum1;1507,40139045053;(+) Positive;Unknown;Positive;False
;A03;SYBR;IL-12;Unkn;MouseCaecum1;1254,78961165159;(+) Positive;Unknown;Positive;False
;A04;SYBR;IL-6;Unkn;MouseCaecum1;927,165005507091;(+) Positive;Unknown;Positive;False
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;1147,07728541467;(+) Positive;Unknown;Positive;False
;A06;SYBR;STAT6;Unkn;MouseCaecum1;1086,46465416992;(+) Positive;Unknown;Positive;False
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;1036,64347577778;(+) Positive;Unknown;Positive;False
;A08;SYBR;Ppia;Unkn;MouseCaecum1;1176,29232448948;(+) Positive;Unknown;Positive;False
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;1099,11197361688;(+) Positive;ControlPositive;Positive;False
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;900,127276437245;(+) Positive;ControlPositive;Positive;False
;A11;SYBR;;Neg Ctrl;;-2,72118588139447;;ControlNegative;Negative;True
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;1502,60062055159;(+) Positive;Unknown;Positive;False
;B02;SYBR;IL-10;Unkn;MouseCaecum1;1629,34661082188;(+) Positive;Unknown;Positive;False
;B03;SYBR;IL-12;Unkn;MouseCaecum1;1231,81201002423;(+) Positive;Unknown;Positive;False
;B04;SYBR;IL-6;Unkn;MouseCaecum1;1001,7548675928;(+) Positive;Unknown;Positive;False
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;1214,77510559412;(+) Positive;Unknown;Positive;False
;B06;SYBR;STAT6;Unkn;MouseCaecum1;1096,35699327004;(+) Positive;Unknown;Positive;False
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;1124,5715135212;(+) Positive;Unknown;Positive;False
;B08;SYBR;Ppia;Unkn;MouseCaecum1;1229,91196476654;(+) Positive;Unknown;Positive;False
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;1162,27840853828;(+) Positive;ControlPositive;Positive;False
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;915,464990683425;(+) Positive;ControlPositive;Positive;False
;B11;SYBR;;Neg Ctrl;;-1,91328488448835;;ControlNegative;Negative;True
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;1802,2670789579;(+) Positive;Unknown;Positive;False
;C02;SYBR;IL-10;Unkn;MouseCaecum2;792,379803403722;(+) Positive;Unknown;Positive;False
;C03;SYBR;IL-12;Unkn;MouseCaecum2;901,39816884249;(+) Positive;Unknown;Positive;False
;C04;SYBR;IL-6;Unkn;MouseCaecum2;1269,40226096844;(+) Positive;Unknown;Positive;False
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;1534,87812980864;(+) Positive;Unknown;Positive;False
;C06;SYBR;STAT6;Unkn;MouseCaecum2;1249,12036375877;(+) Positive;Unknown;Positive;False
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;1118,92332577167;(+) Positive;Unknown;Positive;False
;C08;SYBR;Ppia;Unkn;MouseCaecum2;1088,11668010433;(+) Positive;Unknown;Positive;False
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;967,246239483286;(+) Positive;ControlPositive;Positive;False
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;902,439213825802;(+) Positive;ControlPositive;Positive;False
;C11;SYBR;;Neg Ctrl;;-0,621355164095166;;ControlNegative;Negative;True
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;1645,24384867127;(+) Positive;Unknown;Positive;False
;D02;SYBR;IL-10;Unkn;MouseCaecum2;920,793420258199;(+) Positive;Unknown;Positive;False
;D03;SYBR;IL-12;Unkn;MouseCaecum2;958,279257898489;(+) Positive;Unknown;Positive;False
;D04;SYBR;IL-6;Unkn;MouseCaecum2;1377,26214525097;(+) Positive;Unknown;Positive;False
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;1790,60595686187;(+) Positive;Unknown;Positive;False
;D06;SYBR;STAT6;Unkn;MouseCaecum2;1446,7743099799;(+) Positive;Unknown;Positive;False
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;1169,09341554453;(+) Positive;Unknown;Positive;False
;D08;SYBR;Ppia;Unkn;MouseCaecum2;1078,86252154189;(+) Positive;Unknown;Positive;False
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;760,838674193375;(+) Positive;ControlPositive;Positive;False
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;743,133341133388;(+) Positive;ControlPositive;Positive;False
;D11;SYBR;;Neg Ctrl;;-3,94864084702294;;ControlNegative;Negative;True
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;1084,09972413256;(+) Positive;Unknown;Positive;False
;E02;SYBR;IL-10;Unkn;MouseCaecum3;284,666146136092;(+) Positive;Unknown;Positive;False
;E03;SYBR;IL-12;Unkn;MouseCaecum3;1350,83803373087;(+) Positive;Unknown;Positive;False
;E04;SYBR;IL-6;Unkn;MouseCaecum3;1455,55882032113;(+) Positive;Unknown;Positive;False
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;1210,21241372857;(+) Positive;Unknown;Positive;False
;E06;SYBR;STAT6;Unkn;MouseCaecum3;1730,37095024876;(+) Positive;Unknown;Positive;False
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;950,755285829112;(+) Positive;Unknown;Positive;False
