;Well;Fluor;Target;Content;Sample;End RFU;Call;Sample Type;CallType;Is Control
;E08;SYBR;Ppia;Unkn;MouseCaecum3;1070,64401331921;(+) Positive;Unknown;Positive;False
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;769,022780588116;(+) Positive;ControlPositive;Positive;False
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;735,653642363672;(+) Positive;ControlPositive;Positive;False
;E11;SYBR;;Neg Ctrl;;-2,74434693686853;;ControlNegative;Negative;True
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;1064,20085401262;(+) Positive;Unknown;Positive;False
;F02;SYBR;IL-10;Unkn;MouseCaecum3;468,251103421993;(+) Positive;Unknown;Positive;False
;F03;SYBR;IL-12;Unkn;MouseCaecum3;1654,68351938691;(+) Positive;Unknown;Positive;False
;F04;SYBR;IL-6;Unkn;MouseCaecum3;1507,43768144335;(+) Positive;Unknown;Positive;False
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;1357,37467555381;(+) Positive;Unknown;Positive;False
;F06;SYBR;STAT6;Unkn;MouseCaecum3;1737,30023372793;(+) Positive;Unknown;Positive;False
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;1134,45282251044;(+) Positive;Unknown;Positive;False
;F08;SYBR;Ppia;Unkn;MouseCaecum3;1137,92194075281;(+) Positive;Unknown;Positive;False
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;985,045621409614;(+) Positive;ControlPositive;Positive;False
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;856,972346278701;(+) Positive;ControlPositive;Positive;False
;F11;SYBR;;Neg Ctrl;;-1,79139712489396;;ControlNegative;Negative;True
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;1975,94144183133;(+) Positive;Unknown;Positive;False
;G02;SYBR;IL-10;Unkn;MouseCaecum4;1875,23616540313;(+) Positive;Unknown;Positive;False
;G03;SYBR;IL-12;Unkn;MouseCaecum4;1646,03196662407;(+) Positive;Unknown;Positive;False
;G04;SYBR;IL-6;Unkn;MouseCaecum4;1445,50782034401;(+) Positive;Unknown;Positive;False
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;2214,23961174922;(+) Positive;Unknown;Positive;False
;G06;SYBR;STAT6;Unkn;MouseCaecum4;1686,82037825055;(+) Positive;Unknown;Positive;False
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;1404,89388411396;(+) Positive;Unknown;Positive;False
;G08;SYBR;Ppia;Unkn;MouseCaecum4;1200,12912582803;(+) Positive;Unknown;Positive;False
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;1041,67245543903;(+) Positive;ControlPositive;Positive;False
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;882,980697914675;(+) Positive;ControlPositive;Positive;False
;G11;SYBR;;Neg Ctrl;;-1,24977145740932;;ControlNegative;Negative;True
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;1692,88726503888;(+) Positive;Unknown;Positive;False
;H02;SYBR;IL-10;Unkn;MouseCaecum4;1651,0138398366;(+) Positive;Unknown;Positive;False
;H03;SYBR;IL-12;Unkn;MouseCaecum4;1750,1113883025;(+) Positive;Unknown;Positive;False
;H04;SYBR;IL-6;Unkn;MouseCaecum4;1344,44166584043;(+) Positive;Unknown;Positive;False
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;1923,97419833523;(+) Positive;Unknown;Positive;False
;H06;SYBR;STAT6;Unkn;MouseCaecum4;1530,79961298976;(+) Positive;Unknown;Positive;False
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;1416,91096131153;(+) Positive;Unknown;Positive;False
;H08;SYBR;Ppia;Unkn;MouseCaecum4;1300,17015865253;(+) Positive;Unknown;Positive;False
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;1142,90328761758;(+) Positive;ControlPositive;Positive;False
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;1202,76913798378;(+) Positive;ControlPositive;Positive;False
;H11;SYBR;;Neg Ctrl;;-1,08245050267524;;ControlNegative;Negative;True
