;Target;Sample;Mean Cq;Mean Efficiency Corrected Cq;Normalized Expression;Relative Normalized Expression;Regulation;Compared to Regulation Threshold;P-Value;Exceeds P-Value Threshold
;CDC42;MouseCaecum1;24,4084109117738;24,4084109117738;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum2;23,7617791332942;23,7617791332942;n. def.;n. def.;n. def.;No change;0,0157121214883862;Yes
;CDC42;MouseCaecum3;22,3545532526589;22,3545532526589;n. def.;n. def.;n. def.;No change;0,0105409957327701;Yes
;CDC42;MouseCaecum4;23,650256819688;23,650256819688;n. def.;n. def.;n. def.;No change;0,839635243731121;Yes
;CXCL9;MouseCaecum1;27,2433539295245;27,2433539295245;0,00320439025995754;1;1;No change;n. def.;No
;CXCL9;MouseCaecum2;24,8775416671744;24,8775416671744;0,0687095044637633;21,4423022446316;21,4423022446316;Up regulated;0,020549825496284;Yes
;CXCL9;MouseCaecum3;32,479657020353;32,479657020353;0,000307241178846366;0,095881323409851;-10,4295598395679;Down regulated;0,182937581218688;Yes
;CXCL9;MouseCaecum4;24,3177501812865;24,3177501812865;0,0153613893554872;4,79385721129071;4,79385721129071;Up regulated;0,0298493975576514;Yes
;IFN-g;MouseCaecum1;28,8973164903227;28,8973164903227;0,00101824681538231;1;1;No change;n. def.;No
;IFN-g;MouseCaecum2;28,2467773761786;28,2467773761786;0,00664929812964294;6,53014380128104;6,53014380128104;Up regulated;0,137077290155393;Yes
;IFN-g;MouseCaecum3;31,0256401258029;31,0256401258029;0,000841748056331429;0,826664069668991;-1,20968121960401;No change;0,630775937054639;Yes
;IFN-g;MouseCaecum4;25,4639292265561;25,4639292265561;0,00694058734522635;6,81621316205193;6,81621316205193;Up regulated;0,0391962182561086;Yes
;IL-10;MouseCaecum1;27,178135504978;27,178135504978;0,00335257193433035;1;1;No change;n. def.;No
;IL-10;MouseCaecum2;33,7266688759658;33,7266688759658;0,000148992391489562;0,0444412213691462;-22,5016318002066;Down regulated;0,155547518352708;Yes
;IL-10;MouseCaecum3;36,6370062119987;36,6370062119987;1,72183929017816E-05;0,00513587575123003;-194,708760187686;Down regulated;0,1465622764381;Yes
;IL-10;MouseCaecum4;27,9121232842166;27,9121232842166;0,00127179284542335;0,379348413795447;-2,63609906785908;No change;0,271457170031645;Yes
;IL-12;MouseCaecum1;29,6051714371159;29,6051714371159;0,000623400991852123;1;1;No change;n. def.;No
;IL-12;MouseCaecum2;33,2034758376248;33,2034758376248;0,000214121801763722;0,343473630235279;-2,91143165580136;No change;0,155125680447596;Yes
;IL-12;MouseCaecum3;30,0874922062661;30,0874922062661;0,00161284557265612;2,58717197074769;2,58717197074769;No change;0,422556980600483;Yes
;IL-12;MouseCaecum4;29,8727314524751;29,8727314524751;0,000326749182064169;0,524139657034227;-1,90788845411615;No change;0,385440224109692;Yes
;IL-6;MouseCaecum1;27,63901281485;27,63901281485;0,00243579205996907;1;1;No change;n. def.;No
;IL-6;MouseCaecum2;26,4978104742283;26,4978104742283;0,0223494739006677;9,17544410623933;9,17544410623933;Up regulated;0,0584824359163901;Yes
;IL-6;MouseCaecum3;26,1885208865598;26,1885208865598;0,0240602483520401;9,87779242220934;9,87779242220934;Up regulated;0,0164794867535463;Yes
;IL-6;MouseCaecum4;28,7116174530896;28,7116174530896;0,000730709327766651;0,299988385616107;-3,33346238703952;No change;0,0108431783865507;Yes
;Ppia;MouseCaecum1;15,0772492290667;15,0772492290667;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppia;MouseCaecum2;18,4979868067529;18,4979868067529;n. def.;n. def.;n. def.;No change;0,076301570705215;Yes
;Ppia;MouseCaecum3;18,5792166629011;18,5792166629011;n. def.;n. def.;n. def.;No change;0,0657679837973513;Yes
;Ppia;MouseCaecum4;14,675744975196;14,675744975196;n. def.;n. def.;n. def.;No change;0,524847613102989;Yes
;Ppib;MouseCaecum1;17,3871983828843;17,3871983828843;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppib;MouseCaecum2;20,7828195270251;20,7828195270251;n. def.;n. def.;n. def.;No change;0,0773621515650842;Yes
;Ppib;MouseCaecum3;21,5001787774504;21,5001787774504;n. def.;n. def.;n. def.;No change;0,0497077730565652;Yes
;Ppib;MouseCaecum4;16,553606297677;16,553606297677;n. def.;n. def.;n. def.;No change;0,671407282629145;Yes
;STAT6;MouseCaecum1;23,3904826081359;23,3904826081359;0,0462993869068197;1;1;No change;n. def.;No
;STAT6;MouseCaecum2;25,1357906088734;25,1357906088734;0,0574481620260995;1,2407974676148;1,2407974676148;No change;0,411865094995824;Yes
;STAT6;MouseCaecum3;23,7422640448616;23,7422640448616;0,131128409126682;2,83218456846062;2,83218456846062;No change;0,010932705981941;Yes
;STAT6;MouseCaecum4;23,5803901094409;23,5803901094409;0,0256093170187305;0,553124322580575;-1,80791181869304;No change;0,025428500597612;Yes
;TGF-b;MouseCaecum1;22,7164843524193;22,7164843524193;0,073870141709597;1;1;No change;n. def.;No
;TGF-b;MouseCaecum2;26,2895081571819;26,2895081571819;0,0258209698176397;0,349545421466074;-2,86085852821579;No change;0,108386250864445;Yes
;TGF-b;MouseCaecum3;29,3495982973867;29,3495982973867;0,0026898061769599;0,036412630525798;-27,4629980190942;Down regulated;0,0554995243031395;Yes
;TGF-b;MouseCaecum4;22,7468590653779;22,7468590653779;0,0456368691771431;0,617798587101047;-1,61865051309423;No change;0,254912810710942;Yes
