;Well;Fluor;Target;Content;Sample;End RFU;Call;Sample Type;CallType;Is Control
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;1178,62540329343;(+) Positive;Unknown;Positive;False
;A02;SYBR;IL-10;Unkn;MouseCaecum1;412,865944705546;(+) Positive;Unknown;Positive;False
;A03;SYBR;IL-12;Unkn;MouseCaecum1;287,232743454576;(+) Positive;Unknown;Positive;False
;A04;SYBR;IL-6;Unkn;MouseCaecum1;614,210406632565;(+) Positive;Unknown;Positive;False
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;1163,58901703162;(+) Positive;Unknown;Positive;False
;A06;SYBR;STAT6;Unkn;MouseCaecum1;1315,05952157453;(+) Positive;Unknown;Positive;False
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;891,950754899909;(+) Positive;Unknown;Positive;False
;A08;SYBR;Ppia;Unkn;MouseCaecum1;553,287362027703;(+) Positive;Unknown;Positive;False
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;304,870420597659;(+) Positive;ControlPositive;Positive;False
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;138,879580845428;;ControlPositive;NoCall;False
;A11;SYBR;;Neg Ctrl;;1,38785916060933;;ControlNegative;Negative;True
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;1610,65454212245;(+) Positive;Unknown;Positive;False
;B02;SYBR;IL-10;Unkn;MouseCaecum1;-0,525472325862756;;Unknown;NoCall;False
;B03;SYBR;IL-12;Unkn;MouseCaecum1;466,341127620033;(+) Positive;Unknown;Positive;False
;B04;SYBR;IL-6;Unkn;MouseCaecum1;686,977044074905;(+) Positive;Unknown;Positive;False
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;1823,41245422106;(+) Positive;Unknown;Positive;False
;B06;SYBR;STAT6;Unkn;MouseCaecum1;1435,86727840392;(+) Positive;Unknown;Positive;False
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;1047,88493290203;(+) Positive;Unknown;Positive;False
;B08;SYBR;Ppia;Unkn;MouseCaecum1;692,782589063594;(+) Positive;Unknown;Positive;False
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;296,398769974562;(+) Positive;ControlPositive;Positive;False
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;171,103815850941;;ControlPositive;NoCall;False
;B11;SYBR;;Neg Ctrl;;0,271982293184647;;ControlNegative;Negative;True
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;1353,42969374701;(+) Positive;Unknown;Positive;False
;C02;SYBR;IL-10;Unkn;MouseCaecum2;-1,12489589506567;;Unknown;NoCall;False
;C03;SYBR;IL-12;Unkn;MouseCaecum2;0,18144592319004;;Unknown;NoCall;False
;C04;SYBR;IL-6;Unkn;MouseCaecum2;784,199844729944;(+) Positive;Unknown;Positive;False
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;1076,45928863554;(+) Positive;Unknown;Positive;False
;C06;SYBR;STAT6;Unkn;MouseCaecum2;1158,84904849071;(+) Positive;Unknown;Positive;False
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;454,09720523411;(+) Positive;Unknown;Positive;False
;C08;SYBR;Ppia;Unkn;MouseCaecum2;592,681437994209;(+) Positive;Unknown;Positive;False
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;296,534125869608;(+) Positive;ControlPositive;Positive;False
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;163,094614885112;;ControlPositive;NoCall;False
;C11;SYBR;;Neg Ctrl;;-1,69924996189193;;ControlNegative;Negative;True
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;1235,84066848815;(+) Positive;Unknown;Positive;False
;D02;SYBR;IL-10;Unkn;MouseCaecum2;1,74221600498777;;Unknown;NoCall;False
;D03;SYBR;IL-12;Unkn;MouseCaecum2;-0,608492259067134;;Unknown;NoCall;False
;D04;SYBR;IL-6;Unkn;MouseCaecum2;705,12029740288;(+) Positive;Unknown;Positive;False
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;995,441285917852;(+) Positive;Unknown;Positive;False
;D06;SYBR;STAT6;Unkn;MouseCaecum2;1270,04954309131;(+) Positive;Unknown;Positive;False
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;613,957726460102;(+) Positive;Unknown;Positive;False
;D08;SYBR;Ppia;Unkn;MouseCaecum2;595,869088091392;(+) Positive;Unknown;Positive;False
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;250,792634922649;;ControlPositive;NoCall;False
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;36,8334526496509;;ControlPositive;NoCall;False
;D11;SYBR;;Neg Ctrl;;1,35134675333011;;ControlNegative;Negative;True
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;1923,63009079077;(+) Positive;Unknown;Positive;False
;E02;SYBR;IL-10;Unkn;MouseCaecum3;1290,28004376189;(+) Positive;Unknown;Positive;False
;E03;SYBR;IL-12;Unkn;MouseCaecum3;711,203950368163;(+) Positive;Unknown;Positive;False
;E04;SYBR;IL-6;Unkn;MouseCaecum3;946,797023649209;(+) Positive;Unknown;Positive;False
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;2818,82170514647;(+) Positive;Unknown;Positive;False
;E06;SYBR;STAT6;Unkn;MouseCaecum3;1828,35168906848;(+) Positive;Unknown;Positive;False
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;1101,84923222857;(+) Positive;Unknown;Positive;False
;E08;SYBR;Ppia;Unkn;MouseCaecum3;705,034906862274;(+) Positive;Unknown;Positive;False
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;251,948108222069;;ControlPositive;NoCall;False
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;113,157974463255;;ControlPositive;NoCall;False
;E11;SYBR;;Neg Ctrl;;-1,30892453015367;;ControlNegative;Negative;True
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;1903,13747265131;(+) Positive;Unknown;Positive;False
;F02;SYBR;IL-10;Unkn;MouseCaecum3;1382,92850488081;(+) Positive;Unknown;Positive;False
;F03;SYBR;IL-12;Unkn;MouseCaecum3;602,670405837249;(+) Positive;Unknown;Positive;False
;F04;SYBR;IL-6;Unkn;MouseCaecum3;989,521223954469;(+) Positive;Unknown;Positive;False
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;191,140538085419;;Unknown;NoCall;False
;F06;SYBR;STAT6;Unkn;MouseCaecum3;1728,1355205172;(+) Positive;Unknown;Positive;False
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;1201,61637316528;(+) Positive;Unknown;Positive;False
;F08;SYBR;Ppia;Unkn;MouseCaecum3;815,499233354453;(+) Positive;Unknown;Positive;False
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;411,201895103745;(+) Positive;ControlPositive;Positive;False
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;174,809152668163;;ControlPositive;NoCall;False
;F11;SYBR;;Neg Ctrl;;10,1620397423582;;ControlNegative;Negative;True
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;1957,10092282895;(+) Positive;Unknown;Positive;False
;G02;SYBR;IL-10;Unkn;MouseCaecum4;1109,06758241571;(+) Positive;Unknown;Positive;False
;G03;SYBR;IL-12;Unkn;MouseCaecum4;1,76906368986483;;Unknown;NoCall;False
;G04;SYBR;IL-6;Unkn;MouseCaecum4;1516,97619581302;(+) Positive;Unknown;Positive;False
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;2252,58482015453;(+) Positive;Unknown;Positive;False
;G06;SYBR;STAT6;Unkn;MouseCaecum4;1927,75529397288;(+) Positive;Unknown;Positive;False
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;1353,33542860174;(+) Positive;Unknown;Positive;False
;G08;SYBR;Ppia;Unkn;MouseCaecum4;617,488967987741;(+) Positive;Unknown;Positive;False
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;280,670006750837;;ControlPositive;NoCall;False
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;110,277574346926;;ControlPositive;NoCall;False
;G11;SYBR;;Neg Ctrl;;0,56240104196113;;ControlNegative;Negative;True
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;1430,20673972402;(+) Positive;Unknown;Positive;False
;H02;SYBR;IL-10;Unkn;MouseCaecum4;689,575109637591;(+) Positive;Unknown;Positive;False
;H03;SYBR;IL-12;Unkn;MouseCaecum4;688,821951053128;(+) Positive;Unknown;Positive;False
;H04;SYBR;IL-6;Unkn;MouseCaecum4;1553,19267593761;(+) Positive;Unknown;Positive;False
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;2179,6869022366;(+) Positive;Unknown;Positive;False
;H06;SYBR;STAT6;Unkn;MouseCaecum4;1889,51211319617;(+) Positive;Unknown;Positive;False
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;1409,51146201053;(+) Positive;Unknown;Positive;False
;H08;SYBR;Ppia;Unkn;MouseCaecum4;633,825757284252;(+) Positive;Unknown;Positive;False
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;205,891358876736;;ControlPositive;NoCall;False
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;-0,137972872802402;;ControlPositive;NoCall;False
;H11;SYBR;;Neg Ctrl;;-0,799221807967388;;ControlNegative;Negative;True
