;Target;Sample;Mean Cq;Mean Efficiency Corrected Cq;Normalized Expression;Relative Normalized Expression;Regulation;Compared to Regulation Threshold;P-Value;Exceeds P-Value Threshold
;CDC42;MouseCaecum1;34,2364509783127;34,2364509783127;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum2;33,3086237329562;33,3086237329562;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum3;31,9858951865549;31,9858951865549;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum4;n. def.;n. def.;n. def.;n. def.;n. def.;No change;n. def.;No
;CXCL9;MouseCaecum1;28,4919400714515;28,4919400714515;0,0516904404198372;1;1;No change;n. def.;No
;CXCL9;MouseCaecum2;30,4115423071431;30,4115423071431;0,342215193454316;6,6204735474257;6,6204735474257;Up regulated;0,045273645178003;Yes
;CXCL9;MouseCaecum3;24,1365283606817;24,1365283606817;0,210282683158667;4,06811552485762;4,06811552485762;Up regulated;0,0479390070946573;Yes
;CXCL9;MouseCaecum4;26,9212434827914;26,9212434827914;n. def.;n. def.;n. def.;No change;n. def.;No
;IFN-g;MouseCaecum1;31,4260729359655;31,4260729359655;0,00676313768634068;1;1;No change;n. def.;No
;IFN-g;MouseCaecum2;33,6099918701321;33,6099918701321;0,0372794957260411;5,51215980732337;5,51215980732337;Up regulated;0,127193695746008;Yes
;IFN-g;MouseCaecum3;30,958814606073;30,958814606073;0,001858192534904;0,274753024569785;-3,639632362795;No change;0,460692078707881;Yes
;IFN-g;MouseCaecum4;29,4004096175424;29,4004096175424;n. def.;n. def.;n. def.;No change;n. def.;No
;IL-10;MouseCaecum1;35,8365070907224;35,8365070907224;0,000318035247145994;1;1;No change;n. def.;No
;IL-10;MouseCaecum2;n. def.;n. def.;n. def.;n. def.;n. def.;No change;n. def.;No
;IL-10;MouseCaecum3;31,4135298042323;31,4135298042323;0,00135583798497756;4,26316893220067;4,26316893220067;Up regulated;n. def.;No
;IL-10;MouseCaecum4;33,493788970577;33,493788970577;n. def.;n. def.;n. def.;No change;n. def.;No
;IL-12;MouseCaecum1;36,2622875544641;36,2622875544641;0,000236756855591671;1;1;No change;n. def.;No
;IL-12;MouseCaecum2;n. def.;n. def.;n. def.;n. def.;n. def.;No change;n. def.;No
;IL-12;MouseCaecum3;34,7310775336324;34,7310775336324;0,000135996088766181;0,574412463902333;-1,74090929922793;No change;0,350452207846694;Yes
;IL-12;MouseCaecum4;34,7620578938154;34,7620578938154;n. def.;n. def.;n. def.;No change;n. def.;No
;IL-6;MouseCaecum1;33,6533444318825;33,6533444318825;0,00144435084645268;1;1;No change;n. def.;No
;IL-6;MouseCaecum2;33,1857616401114;33,1857616401114;0,0500237279025018;34,6340558634766;34,6340558634766;Up regulated;0,056900952960707;Yes
;IL-6;MouseCaecum3;31,9080335674324;31,9080335674324;0,000962381644664516;0,666307391329552;-1,50080880538425;No change;0,174584992120482;Yes
;IL-6;MouseCaecum4;26,5470814615885;26,5470814615885;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppia;MouseCaecum1;16,8326285544466;16,8326285544466;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppia;MouseCaecum2;23,1354897840724;23,1354897840724;n. def.;n. def.;n. def.;No change;0,0119448841013019;Yes
;Ppia;MouseCaecum3;13,7932938835083;13,7932938835083;n. def.;n. def.;n. def.;No change;0,0168691963336508;Yes
;Ppia;MouseCaecum4;14,5471974541544;14,5471974541544;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppib;MouseCaecum1;21,5848645960128;21,5848645960128;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppib;MouseCaecum2;30,1494405590798;30,1494405590798;n. def.;n. def.;n. def.;No change;0,0293132415126042;Yes
;Ppib;MouseCaecum3;19,88160187311;19,88160187311;n. def.;n. def.;n. def.;No change;0,711109088237308;Yes
;Ppib;MouseCaecum4;22,112758033536;22,112758033536;n. def.;n. def.;n. def.;No change;n. def.;No
;STAT6;MouseCaecum1;28,365154384218;28,365154384218;0,0564386383582651;1;1;No change;n. def.;No
;STAT6;MouseCaecum2;30,9175621107798;30,9175621107798;0,24097508818353;4,26968288380474;4,26968288380474;Up regulated;0,0614129650910932;Yes
;STAT6;MouseCaecum3;24,7882143538079;24,7882143538079;0,133852497274847;2,37164646718032;2,37164646718032;No change;0,0258028833167889;Yes
;STAT6;MouseCaecum4;24,1538350843137;24,1538350843137;n. def.;n. def.;n. def.;No change;n. def.;No
;TGF-b;MouseCaecum1;26,3954313548056;26,3954313548056;0,221066147246409;1;1;No change;n. def.;No
;TGF-b;MouseCaecum2;33,4939026759649;33,4939026759649;0,0404032553905338;0,182765456827267;-5,47149345045606;Down regulated;0,132152526344482;Yes
;TGF-b;MouseCaecum3;23,4137705192965;23,4137705192965;0,347036615928043;1,56983156512527;1,56983156512527;No change;0,151741329324551;Yes
;TGF-b;MouseCaecum4;23,5748845351315;23,5748845351315;n. def.;n. def.;n. def.;No change;n. def.;No
