;Data Set;Target;Sample;Ctrl;Relative Quantity;Relative Quantity SD;Corrected Relative Quantity SD;Relative Quantity SEM;Corrected Relative Quantity SEM;Unscaled Expression;Unscaled Expression SD;Corrected Unscaled Expression SD;Unscaled Expression SEM;Corrected Unscaled Expression SEM;Expression;Expression SD;Corrected Expression SD;Expression SEM;Corrected Expression SEM;Wells;Mean Cq;Cq SD;Cq SEM
;1-SYBR;CDC42;MouseCaecum1;;0,210143131523671;0,403446193470691;0,403446193470691;0,285279539247025;0,285279539247025;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;34,2364509783127;2,76977800019189;1,958528806317
;1-SYBR;CDC42;MouseCaecum2;;0,399778129272018;0;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;1;33,3086237329562;0;0
;1-SYBR;CDC42;MouseCaecum3;;1;0;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;1;31,9858951865549;0;0
;1-SYBR;CDC42;MouseCaecum4;;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;0;n. def.;0;n. def.
;1-SYBR;CXCL9;MouseCaecum1;;0,048852909250455;0,0414086973358279;0,0414086973358279;0,0292803706862652;0,0292803706862652;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;28,4919400714515;1,22285700509258;0,864690480722434
;1-SYBR;CXCL9;MouseCaecum2;;0,0129131613896654;0,0028453195856253;0,0028453195856253;0,00201194477363855;0,00201194477363855;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;30,4115423071431;0,317887179758405;0,224780180459435
;1-SYBR;CXCL9;MouseCaecum3;;1;0,0556623709414757;0,0556623709414757;0,0393592399496385;0,0393592399496385;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;24,1365283606817;0,080303826521389;0,0567833802885023
;1-SYBR;CXCL9;MouseCaecum4;;0,145116641535744;0,168537992435718;0,168537992435718;0,119174357338863;0,119174357338863;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;26,9212434827914;1,67554129778081;1,18478661381892
;1-SYBR;IFN-g;MouseCaecum1;;0,245592205953753;0,336051992139385;0,336051992139385;0,237624642473008;0,237624642473008;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;31,4260729359655;1,97408765745459;1,3958907692428
;1-SYBR;IFN-g;MouseCaecum2;;0,0540492252084858;0,0162973628886269;0,0162973628886269;0,0115239758140061;0,0115239758140061;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;33,6099918701321;0,435013166762257;0,307600760123027
