;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;CXCL9;Unkn;LMC;;28,0713509092665;28,0713509092665;0;n. def.;n. def.;n. def.;0;60;
;A02;SYBR;IL-10;Unkn;LMC;;31,2545218830828;31,2545218830828;0;n. def.;n. def.;n. def.;0;60;
;A03;SYBR;IL-12;Unkn;LMC;;27,7404081987439;27,7404081987439;0;n. def.;n. def.;n. def.;0;60;
;A04;SYBR;IL-6;Unkn;LMC;;26,1132287935435;26,1132287935435;0;n. def.;n. def.;n. def.;0;60;
;A05;SYBR;IFN-g;Unkn;LMC;;36,4839966521495;36,4839966521495;0;n. def.;n. def.;n. def.;0;60;
;A06;SYBR;STAT6;Unkn;LMC;;28,2947092049885;28,2947092049885;0;n. def.;n. def.;n. def.;0;60;
;A07;SYBR;TGF-b;Unkn;LMC;;28,9576440409696;28,9576440409696;0;n. def.;n. def.;n. def.;0;60;
;A08;SYBR;Ppia;Unkn;LMC;;29,5435528393865;29,5435528393865;0;n. def.;n. def.;n. def.;0;60;
;A09;SYBR;Ppib;Pos Ctrl;LMC;;23,8940225162407;23,8940225162407;0;n. def.;n. def.;n. def.;0;60;
;A10;SYBR;CDC42;Pos Ctrl;LMC;;25,0923260078344;25,0923260078344;0;n. def.;n. def.;n. def.;0;60;
;A11;SYBR;;Neg Ctrl;LMC;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B01;SYBR;CXCL9;Unkn;LMC;;28,270853603631;28,270853603631;0;n. def.;n. def.;n. def.;0;60;
;B02;SYBR;IL-10;Unkn;LMC;;29,8554038218134;29,8554038218134;0;n. def.;n. def.;n. def.;0;60;
;B03;SYBR;IL-12;Unkn;LMC;;26,4663357773199;26,4663357773199;0;n. def.;n. def.;n. def.;0;60;
;B04;SYBR;IL-6;Unkn;LMC;;25,6720560722865;25,6720560722865;0;n. def.;n. def.;n. def.;0;60;
;B05;SYBR;IFN-g;Unkn;LMC;;28,2348897139179;28,2348897139179;0;n. def.;n. def.;n. def.;0;60;
