;Data Set;Target;Sample;Ctrl;Relative Quantity;Relative Quantity SD;Corrected Relative Quantity SD;Relative Quantity SEM;Corrected Relative Quantity SEM;Unscaled Expression;Unscaled Expression SD;Corrected Unscaled Expression SD;Unscaled Expression SEM;Corrected Unscaled Expression SEM;Expression;Expression SD;Corrected Expression SD;Expression SEM;Corrected Expression SEM;Wells;Mean Cq;Cq SD;Cq SEM
;1-SYBR;CDC42;LM36;;0,939572456315637;0;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;1;24,2489388566243;0;0
;1-SYBR;CDC42;LM37;;0,0474671587104674;0,0133249167048626;0,0133249167048626;0,00942213896075427;0,00942213896075427;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;28,5559416771941;0,404991404006759;0,28637216809544
;1-SYBR;CDC42;LM38;;1;0,192087150356704;0,192087150356704;0,135826126596026;0,135826126596026;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;24,1590151829209;0,27712317923811;0,195955679263243
;1-SYBR;CDC42;LM39;;0,396948578180701;0,159357102639942;0,159357102639942;0,112682487906944;0,112682487906944;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;25,4919911490512;0,579177541743002;0,409540367277431
;1-SYBR;CXCL9;LM36;;0,018910546693535;0,000509257982150011;0,000509257982150011;0,000360099772551651;0,000360099772551651;0,0396375013927607;0,00332169684333922;0,00332169684333922;0,00234879436297111;0,00234879436297111;0,0396375013927607;0,00332169684333922;0,00332169684333922;0,00234879436297111;0,00234879436297111;2;27,6821551429775;0,0388515455046107;0,027472191285888
;1-SYBR;CXCL9;LM37;;0,00306794927951689;0,000330911648978103;0,000330911648978103;0,000233989870966039;0,000233989870966039;0,089541310790596;0,013166219399042;0,013166219399042;0,00930992301965244;0,00930992301965244;0,089541310790596;0,013166219399042;0,013166219399042;0,00930992301965244;0,00930992301965244;2;30,3059996774131;0,155610328417253;0,110033118446506
;1-SYBR;CXCL9;LM38;;0,00134964293596348;0,00567672407428708;0,00567672407428708;0,00401405008785332;0,00401405008785332;0,00326999868660309;0,0137558934202877;0,0137558934202877;0,00972688551876486;0,00972688551876485;0,00326999868660309;0,0137558934202877;0,0137558934202877;0,00972688551876486;0,00972688551876485;2;31,4906965335953;6,06810990687878;4,29080166413925
;1-SYBR;CXCL9;LM39;;1;0,445451381195162;0,445451381195162;0,314981692332013;0,314981692332013;1,36067764525845;1,36539646745019;1,36539646745019;0,965481101142185;0,965481101142185;1,36067764525845;1,36539646745019;1,36539646745019;0,965481101142185;0,965481101142185;2;21,9574900246158;0,642650498607399;0,454422525498208
;1-SYBR;IFN-y;LM36;;0,345379417991248;0,0134121171341513;0,0134121171341513;0,00948379897562668;0,00948379897562669;0,723933442195999;0,0639587682294605;0,0639587682294605;0,0452256787313902;0,0452256787313902;0,723933442195999;0,0639587682294605;0,0639587682294605;0,0452256787313902;0,0452256787313902;2;24,6618228457118;0,0560241689843612;0,0396150697991828
;1-SYBR;IFN-y;LM37;;0,00120123700050924;0,00129706593264187;0,00129706593264187;0,000917164116617119;0,000917164116617119;0,0350593591340918;0,0380180158453431;0,0380180158453431;0,0268827968114997;0,0268827968114997;0,0350593591340918;0,0380180158453431;0,0380180158453431;0,0268827968114997;0,0268827968114997;2;32,8293403285767;1,55778633852867;1,10152128361338
