;Target;Sample;Mean Cq;Mean Efficiency Corrected Cq;Normalized Expression;Relative Normalized Expression;Regulation;Compared to Regulation Threshold;P-Value;Exceeds P-Value Threshold
;CDC42;MouseCaecum1;30,3296215652265;30,3296215652265;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum2;25,5942059588734;25,5942059588734;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum3;22,4911983656265;22,4911983656265;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum4;22,880300769664;22,880300769664;n. def.;n. def.;n. def.;No change;n. def.;No
;CXCL9;MouseCaecum1;34,1868628224219;34,1868628224219;0,00026374780616782;1;1;No change;n. def.;No
;CXCL9;MouseCaecum2;22,4032738015067;22,4032738015067;0,203435031436106;771,324070489757;771,324070489757;Up regulated;0,00452494200087139;No
;CXCL9;MouseCaecum3;30,4968015846297;30,4968015846297;0,00226009770228734;8,56916209133987;8,56916209133987;Up regulated;0,607915929928457;Yes
;CXCL9;MouseCaecum4;30,3334215469419;30,3334215469419;0,00258335337548293;9,79478621270187;9,79478621270187;Up regulated;n. def.;No
;IFN-g;MouseCaecum1;30,2343368434195;30,2343368434195;0,00408336060208461;1;1;No change;n. def.;No
;IFN-g;MouseCaecum2;22,5615706225402;22,5615706225402;0,182294534945187;44,643261447966;44,643261447966;Up regulated;0,0304887811390744;Yes
;IFN-g;MouseCaecum3;24,4038916722294;24,4038916722294;0,15426800323654;37,7796668650287;37,7796668650287;Up regulated;0,000565636984982798;No
;IFN-g;MouseCaecum4;24,5073668458283;24,5073668458283;0,146555134561019;35,8908136808197;35,8908136808197;Up regulated;0,135656798158981;Yes
;IL-10;MouseCaecum1;32,3512088203569;32,3512088203569;0,000941403421012788;1;1;No change;n. def.;No
;IL-10;MouseCaecum2;28,8890354597408;28,8890354597408;0,00226995337328368;2,41124402420548;2,41124402420548;No change;0,101120636010367;Yes
;IL-10;MouseCaecum3;36,0184885898112;36,0184885898112;4,91964537602301E-05;0,0522586307444084;-19,1355951305134;Down regulated;0,050817248223095;Yes
;IL-10;MouseCaecum4;35,5065805425688;35,5065805425688;7,15991369049341E-05;0,0760557432730654;-13,1482509665269;Down regulated;0,049080389069225;Yes
;IL-12;MouseCaecum1;35,8247064959458;35,8247064959458;8,47517709669562E-05;1;1;No change;n. def.;No
;IL-12;MouseCaecum2;31,3137436475065;31,3137436475065;0,000422772802926318;4,98836541234227;4,98836541234227;Up regulated;n. def.;No
;IL-12;MouseCaecum3;34,0929288466154;34,0929288466154;0,000186889559196184;2,20514045976751;2,20514045976751;No change;n. def.;No
;IL-12;MouseCaecum4;35,1205536837139;35,1205536837139;9,35650062126695E-05;1,10398880336258;1,10398880336258;No change;n. def.;No
;IL-6;MouseCaecum1;29,8271952132078;29,8271952132078;0,00541476455538851;1;1;No change;n. def.;No
;IL-6;MouseCaecum2;26,2943684138348;26,2943684138348;0,0137116445399957;2,53226975979049;2,53226975979049;No change;0,0864652807675907;Yes
;IL-6;MouseCaecum3;24,5821066490445;24,5821066490445;0,136341417396477;25,1795652427392;25,1795652427392;Up regulated;0,0261627568461263;Yes
;IL-6;MouseCaecum4;24,7895928343848;24,7895928343848;0,120515401077408;22,2568128022255;22,2568128022255;Up regulated;0,0258100481731072;Yes
;Ppia;MouseCaecum1;18,205205231493;18,205205231493;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppia;MouseCaecum2;17,4176040405197;17,4176040405197;n. def.;n. def.;n. def.;No change;0,189675520373905;Yes
;Ppia;MouseCaecum3;21,653249852751;21,653249852751;n. def.;n. def.;n. def.;No change;0,100981628254172;Yes
;Ppia;MouseCaecum4;21,0590450073782;21,0590450073782;n. def.;n. def.;n. def.;No change;0,107224134443077;Yes
;Ppib;MouseCaecum1;18,3601018128571;18,3601018128571;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppib;MouseCaecum2;17,305931516863;17,305931516863;n. def.;n. def.;n. def.;No change;0,0961604480054041;Yes
;Ppib;MouseCaecum3;20,9777591032858;20,9777591032858;n. def.;n. def.;n. def.;No change;0,039874715572078;Yes
;Ppib;MouseCaecum4;21,2713010170369;21,2713010170369;n. def.;n. def.;n. def.;No change;0,0385686807343237;Yes
;STAT6;MouseCaecum1;29,6854066205947;29,6854066205947;0,00597395843808935;1;1;No change;n. def.;No
;STAT6;MouseCaecum2;26,8157891764329;26,8157891764329;0,00955270257648468;1,59905742155446;1,59905742155446;No change;0,742192634590531;Yes
;STAT6;MouseCaecum3;23,813562230426;23,813562230426;0,232264442016442;38,8794874325787;38,8794874325787;Up regulated;0,0751552440259984;Yes
;STAT6;MouseCaecum4;25,9234978495241;25,9234978495241;0,0549165351718136;9,19265437497378;9,19265437497378;Up regulated;0,106908922777334;Yes
;TGF-b;MouseCaecum1;26,4882753610432;26,4882753610432;0,0547891554474156;1;1;No change;n. def.;No
;TGF-b;MouseCaecum2;24,221893277198;24,221893277198;0,0576722277401612;1,05262122164874;1,05262122164874;No change;0,806494404469936;Yes
;TGF-b;MouseCaecum3;25,8994347353835;25,8994347353835;0,0547107333886003;0,99856865727944;-1,0014333943992;No change;0,990226854916776;Yes
;TGF-b;MouseCaecum4;27,886812075381;27,886812075381;0,0140827236075898;0,257034872915787;-3,89052266976875;No change;0,0359406193108481;Yes
