Conc,OD
500,3473
500,3467
500,3496
500,3445
500,3463
500,3420
250,1876
250,1971
250,1882
250,1999
250,1890
250,1998
125,1043
125,1008
125,1043
125,1015
125,1042
125,1022
62.5,501
62.5,570
62.5,510
62.5,566
62.5,519
62.5,571
31.25,253
31.25,312
31.25,257
31.25,318
31.25,260
31.25,320
15.625,132
15.625,140
15.625,132
15.625,142
15.625,133
15.625,143
7.8125,65
7.8125,68
7.8125,64
7.8125,67
7.8125,65
7.8125,66
0,4
0,-4
0,5
0,-5
0,6
0,-6
