EH_ID,OD,label
LM_0335,223.666666666667,P3bIIT
LM_0347,425.833333333333,P3bFMI
LM_0338,2574.33333333333,P3bFWG
LM_0336,1191.33333333333,P3bXFQ
LM_0344,47.8333333333333,P3bXAK
LM_0345,1593.66666666667,P3bIHD
LM_0346,141.333333333333,P3bVJA
LM_0342,256,P3bEVY
LM_0343,181.5,P3bBQA
LM_0337,318.833333333333,P3bKMJ
LM_0339,755.333333333333,P3bJUN
LM_0341,2273.83333333333,P3bNQG
