;Target;Sample;Mean Cq;Mean Efficiency Corrected Cq;Normalized Expression;Relative Normalized Expression;Regulation;Compared to Regulation Threshold;P-Value;Exceeds P-Value Threshold
;CDC42;MouseCaecum1;22,990420720014;22,990420720014;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum2;27,8869503849786;27,8869503849786;n. def.;n. def.;n. def.;No change;0,0810074826706861;Yes
;CDC42;MouseCaecum3;22,3066448252818;22,3066448252818;n. def.;n. def.;n. def.;No change;0,0429045148100358;Yes
;CDC42;MouseCaecum4;22,0355527571571;22,0355527571571;n. def.;n. def.;n. def.;No change;0,904334116664379;Yes
;CXCL9;MouseCaecum1;30,7536656414763;30,7536656414763;0,00131870488102317;1;1;No change;n. def.;No
;CXCL9;MouseCaecum2;29,4941312446186;29,4941312446186;0,038053921198054;28,8570412877582;28,8570412877582;Up regulated;n. def.;No
;CXCL9;MouseCaecum3;22,5186520674946;22,5186520674946;0,0383670913374775;29,0945244001135;29,0945244001135;Up regulated;0,0332638776311105;Yes
;CXCL9;MouseCaecum4;28,5008050958515;28,5008050958515;0,00316766535078549;2,40210330330144;2,40210330330144;No change;0,128650881310318;Yes
;IFN-g;MouseCaecum1;28,6518158664035;28,6518158664035;0,00566066484878916;1;1;No change;n. def.;No
;IFN-g;MouseCaecum2;36,1467844656889;36,1467844656889;0,000378225881925918;0,0668165121994145;-14,9663603663641;Down regulated;0,0857160905035776;Yes
;IFN-g;MouseCaecum3;24,6786733480148;24,6786733480148;0,00858475053083011;1,51656223432243;1,51656223432243;No change;0,25348403672711;Yes
;IFN-g;MouseCaecum4;30,8979740514551;30,8979740514551;0,000601339225392155;0,106231201008267;-9,41343023997418;Down regulated;0,0864085556196985;Yes
;IL-10;MouseCaecum1;38,3884765925825;38,3884765925825;6,63499356767121E-06;1;1;No change;n. def.;No
;IL-10;MouseCaecum2;36,3558357455666;36,3558357455666;0,000327205457221037;49,3151129513274;49,3151129513274;Up regulated;n. def.;No
;IL-10;MouseCaecum3;28,9395771336575;28,9395771336575;0,000447783236635269;67,4881191772481;67,4881191772481;Up regulated;n. def.;No
;IL-10;MouseCaecum4;35,0419263703941;35,0419263703941;3,40146169995816E-05;5,12654860214435;5,12654860214435;Up regulated;n. def.;No
;IL-12;MouseCaecum1;32,2366323447172;32,2366323447172;0,000471769818507641;1;1;No change;n. def.;No
;IL-12;MouseCaecum2;36,1401805205662;36,1401805205662;0,000379961181790636;0,805395273043485;-1,24162635847257;No change;0,209038062108991;Yes
;IL-12;MouseCaecum3;30,2644627334877;30,2644627334877;0,00017874649096927;0,378884964567472;-2,63932352433563;No change;0,0681147979975472;Yes
;IL-12;MouseCaecum4;31,4510990105619;31,4510990105619;0,000409838100271935;0,868724713184037;-1,1511126422717;No change;0,382040069190438;Yes
;IL-6;MouseCaecum1;27,1614527591088;27,1614527591088;0,0159041858502161;1;1;No change;n. def.;No
;IL-6;MouseCaecum2;33,1450251153735;33,1450251153735;0,00302949924378578;0,190484396517827;-5,24977383072115;Down regulated;0,0143229080641167;Yes
;IL-6;MouseCaecum3;25,9135632291364;25,9135632291364;0,0036474452674268;0,229338697483671;-4,36036312655521;Down regulated;0,0174015193401947;Yes
;IL-6;MouseCaecum4;26,6698146592492;26,6698146592492;0,0112699590320709;0,708615903901663;-1,41120174482956;No change;0,119894650778822;Yes
;Ppia;MouseCaecum1;18,2398793344208;18,2398793344208;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppia;MouseCaecum2;22,9642977714418;22,9642977714418;n. def.;n. def.;n. def.;No change;0,0403861042822056;Yes
;Ppia;MouseCaecum3;14,7707354303561;14,7707354303561;n. def.;n. def.;n. def.;No change;0,610613570107702;Yes
;Ppia;MouseCaecum4;18,0545774835784;18,0545774835784;n. def.;n. def.;n. def.;No change;0,0595467763637944;Yes
;Ppib;MouseCaecum1;22,3307092162442;22,3307092162442;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppib;MouseCaecum2;23,4837123720452;23,4837123720452;n. def.;n. def.;n. def.;No change;0,00772427022134026;No
;Ppib;MouseCaecum3;16,3666155666317;16,3666155666317;n. def.;n. def.;n. def.;No change;0,0238038617534;Yes
;Ppib;MouseCaecum4;20,5051919810323;20,5051919810323;n. def.;n. def.;n. def.;No change;0,209401735112219;Yes
;STAT6;MouseCaecum1;23,5453171456368;23,5453171456368;0,195018912414033;1;1;No change;n. def.;No
;STAT6;MouseCaecum2;32,8626431978125;32,8626431978125;0,00368448061427386;0,0188929400162563;-52,9298245344323;Down regulated;0,0627163477766453;Yes
;STAT6;MouseCaecum3;24,1915467864754;24,1915467864754;0,0120328190545366;0,0617007802247941;-16,207250481383;Down regulated;0,0676849519421312;Yes
;STAT6;MouseCaecum4;24,1451289292475;24,1451289292475;0,0648527612227595;0,332546010127851;-3,00710268517592;No change;0,149041495648398;Yes
;TGF-b;MouseCaecum1;27,7275221421625;27,7275221421625;0,010742554809094;1;1;No change;n. def.;No
;TGF-b;MouseCaecum2;33,1516468647928;33,1516468647928;0,00301562616795308;0,280717782831345;-3,56229658810322;No change;0,366268172043159;Yes
;TGF-b;MouseCaecum3;22,5606013352533;22,5606013352533;0,037267553885358;3,46915184959628;3,46915184959628;No change;0,0579231946766661;Yes
;TGF-b;MouseCaecum4;27,4233621334875;27,4233621334875;0,00668470035275146;0,622263555694645;-1,60703610367103;No change;0,542047535779242;Yes
