;Well;Fluor;Target;Content;Sample;End RFU;Call;Sample Type;CallType;Is Control
;A01;SYBR;CXCL9;Unkn;MouseCaecum1;2326,06019758105;(+) Positive;Unknown;Positive;False
;A02;SYBR;IL-10;Unkn;MouseCaecum1;1925,31369588929;(+) Positive;Unknown;Positive;False
;A03;SYBR;IL-12;Unkn;MouseCaecum1;1602,4010080626;(+) Positive;Unknown;Positive;False
;A04;SYBR;IL-6;Unkn;MouseCaecum1;1259,16213006643;(+) Positive;Unknown;Positive;False
;A05;SYBR;IFN-g;Unkn;MouseCaecum1;1735,69616578495;(+) Positive;Unknown;Positive;False
;A06;SYBR;STAT6;Unkn;MouseCaecum1;1323,5076016363;(+) Positive;Unknown;Positive;False
;A07;SYBR;TGF-b;Unkn;MouseCaecum1;1320,27860853568;(+) Positive;Unknown;Positive;False
;A08;SYBR;Ppia;Unkn;MouseCaecum1;1525,35677164479;(+) Positive;Unknown;Positive;False
;A09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;1490,22353147643;(+) Positive;ControlPositive;Positive;False
;A10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;1135,44524932288;(+) Positive;ControlPositive;Positive;False
;A11;SYBR;;Neg Ctrl;;-2,62369003666618;;ControlNegative;Negative;True
;B01;SYBR;CXCL9;Unkn;MouseCaecum1;2455,08486778135;(+) Positive;Unknown;Positive;False
;B02;SYBR;IL-10;Unkn;MouseCaecum1;2171,34140133756;(+) Positive;Unknown;Positive;False
;B03;SYBR;IL-12;Unkn;MouseCaecum1;1981,1721954619;(+) Positive;Unknown;Positive;False
;B04;SYBR;IL-6;Unkn;MouseCaecum1;1455,81761348438;(+) Positive;Unknown;Positive;False
;B05;SYBR;IFN-g;Unkn;MouseCaecum1;1842,51969569349;(+) Positive;Unknown;Positive;False
;B06;SYBR;STAT6;Unkn;MouseCaecum1;1558,92950443288;(+) Positive;Unknown;Positive;False
;B07;SYBR;TGF-b;Unkn;MouseCaecum1;1553,78820769424;(+) Positive;Unknown;Positive;False
;B08;SYBR;Ppia;Unkn;MouseCaecum1;1760,27654197239;(+) Positive;Unknown;Positive;False
;B09;SYBR;Ppib;Pos Ctrl;MouseCaecum1;1574,89576051932;(+) Positive;ControlPositive;Positive;False
;B10;SYBR;CDC42;Pos Ctrl;MouseCaecum1;1448,17293230133;(+) Positive;ControlPositive;Positive;False
;B11;SYBR;;Neg Ctrl;;1,3253125244647;;ControlNegative;Negative;True
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;1977,97120919248;(+) Positive;Unknown;Positive;False
;C02;SYBR;IL-10;Unkn;MouseCaecum2;1024,23336713842;(+) Positive;Unknown;Positive;False
;C03;SYBR;IL-12;Unkn;MouseCaecum2;1201,00875647413;(+) Positive;Unknown;Positive;False
;C04;SYBR;IL-6;Unkn;MouseCaecum2;1575,14560406152;(+) Positive;Unknown;Positive;False
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;1406,86575825841;(+) Positive;Unknown;Positive;False
;C06;SYBR;STAT6;Unkn;MouseCaecum2;1499,69290563436;(+) Positive;Unknown;Positive;False
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;1322,95575206829;(+) Positive;Unknown;Positive;False
;C08;SYBR;Ppia;Unkn;MouseCaecum2;1392,85372166685;(+) Positive;Unknown;Positive;False
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;1263,58447320229;(+) Positive;ControlPositive;Positive;False
