;Target;Sample;Mean Cq;Mean Efficiency Corrected Cq;Normalized Expression;Relative Normalized Expression;Regulation;Compared to Regulation Threshold;P-Value;Exceeds P-Value Threshold
;CDC42;MouseCaecum1;25,7135919232862;25,7135919232862;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum2;25,661240528748;25,661240528748;n. def.;n. def.;n. def.;No change;0,0199626194526368;Yes
;CDC42;MouseCaecum3;25,4637817230508;25,4637817230508;n. def.;n. def.;n. def.;No change;0,00745884865995505;No
;CDC42;MouseCaecum4;26,897482635291;26,897482635291;n. def.;n. def.;n. def.;No change;0,130951551903914;Yes
;CXCL9;MouseCaecum1;22,574589449859;22,574589449859;0,180867853320961;1;1;No change;n. def.;No
;CXCL9;MouseCaecum2;30,1696458307499;30,1696458307499;0,00550614367555846;0,0304429094195499;-32,8483715606307;Down regulated;0,178483684456586;Yes
;CXCL9;MouseCaecum3;32,3457346068422;32,3457346068422;0,0022831918280594;0,0126235358364526;-79,2171078654787;Down regulated;0,174286532782437;Yes
;CXCL9;MouseCaecum4;31,6154079914879;31,6154079914879;0,00239740392713465;0,0132550029378649;-75,4432122488146;Down regulated;0,174668334902943;Yes
;IFN-g;MouseCaecum1;25,1342000450219;25,1342000450219;0,0306790436764073;1;1;No change;n. def.;No
;IFN-g;MouseCaecum2;31,8839403205132;31,8839403205132;0,00167800587379612;0,0546955078357456;-18,2830371189362;Down regulated;0,00176868692024401;No
;IFN-g;MouseCaecum3;31,9951914600839;31,9951914600839;0,00291116219859661;0,094890904335305;-10,538417849475;Down regulated;0,000877294752033131;No
;IFN-g;MouseCaecum4;33,0985840477976;33,0985840477976;0,000857552526148054;0,0279523877990866;-35,7751190054925;Down regulated;0,00094601965878105;No
;IL-10;MouseCaecum1;27,5711161275176;27,5711161275176;0,00566574442298341;1;1;No change;n. def.;No
;IL-10;MouseCaecum2;35,2923814957696;35,2923814957696;0,000158033967920949;0,0278928868164042;-35,8514343309881;Down regulated;0,0827307349564943;Yes
;IL-10;MouseCaecum3;35,5303038021363;35,5303038021363;0,000251125925498748;0,0443235534028047;-22,5613680138001;Down regulated;0,0845683841366279;Yes
;IL-10;MouseCaecum4;33,8679449434979;33,8679449434979;0,000503106610255327;0,088797971227655;-11,2615185479436;Down regulated;0,099232898577121;Yes
;IL-12;MouseCaecum1;27,3802369914073;27,3802369914073;0,00646721539229808;1;1;No change;n. def.;No
;IL-12;MouseCaecum2;33,2461634571317;33,2461634571317;0,000652714787355993;0,100926712311658;-9,90817967905303;Down regulated;0,003198768648219;No
;IL-12;MouseCaecum3;32,8996060121733;32,8996060121733;0,00155528683056314;0,240487866294875;-4,15821394819914;Down regulated;0,0102896814736605;Yes
;IL-12;MouseCaecum4;35,6427415105073;35,6427415105073;0,000147025620391446;0,0227339915980751;-43,9869961104706;Down regulated;0,00266014702732842;No
;IL-6;MouseCaecum1;25,4778707028596;25,4778707028596;0,0241761221386468;1;1;No change;n. def.;No
;IL-6;MouseCaecum2;28,1170748764665;28,1170748764665;0,0228419388743081;0,944814008769176;-1,05840937022379;No change;0,528302814611918;Yes
;IL-6;MouseCaecum3;27,8547558050782;27,8547558050782;0,0513406934811284;2,12361160266714;2,12361160266714;No change;0,0299094810391621;Yes
;IL-6;MouseCaecum4;30,2915820765408;30,2915820765408;0,00600139927997929;0,248236638016721;-4,02841420988244;Down regulated;0,00417554459607039;No
;Ppia;MouseCaecum1;16,4898880789652;16,4898880789652;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppia;MouseCaecum2;20,9893328590727;20,9893328590727;n. def.;n. def.;n. def.;No change;0,0229123346591436;Yes
;Ppia;MouseCaecum3;21,6461603718429;21,6461603718429;n. def.;n. def.;n. def.;No change;0,0309914832865755;Yes
;Ppia;MouseCaecum4;20,6682742072318;20,6682742072318;n. def.;n. def.;n. def.;No change;0,0619200504422084;Yes
;Ppib;MouseCaecum1;18,1193120995478;18,1193120995478;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppib;MouseCaecum2;21,3441380173906;21,3441380173906;n. def.;n. def.;n. def.;No change;0,0297734690059912;Yes
;Ppib;MouseCaecum3;23,603065100484;23,603065100484;n. def.;n. def.;n. def.;No change;0,00865642486735185;No
;Ppib;MouseCaecum4;21,1675332847398;21,1675332847398;n. def.;n. def.;n. def.;No change;0,622098079379441;Yes
;STAT6;MouseCaecum1;24,3962367969003;24,3962367969003;0,0511671103620829;1;1;No change;n. def.;No
;STAT6;MouseCaecum2;27,1602833022068;27,1602833022068;0,0443359407921476;0,866492957652001;-1,1540774696078;No change;0,546664452745046;Yes
;STAT6;MouseCaecum3;27,3825727790916;27,3825727790916;0,0712201665333052;1,39191300875342;1,39191300875342;No change;0,245333848976535;Yes
;STAT6;MouseCaecum4;28,8275555341093;28,8275555341093;0,016556495886659;0,323576918248799;-3,09045529394374;No change;0,0693518773490651;Yes
;TGF-b;MouseCaecum1;23,0515592277762;23,0515592277762;0,129950864768961;1;1;No change;n. def.;No
;TGF-b;MouseCaecum2;28,6005734303923;28,6005734303923;0,0163374923572239;0,125720535883083;-7,95414999606727;Down regulated;0,0618500138304683;Yes
;TGF-b;MouseCaecum3;30,6266345414961;30,6266345414961;0,00751697466604403;0,0578447452381975;-17,2876550131239;Down regulated;0,0535519740982521;Yes
;TGF-b;MouseCaecum4;27,2627885170473;27,2627885170473;0,0489790360882274;0,376904272051646;-2,65319359357904;No change;0,123548950523019;Yes
