;True;Target;Sample;Normalized Expression
;True;CXCL9;MouseCaecum1;0,180867853320961
;True;CXCL9;MouseCaecum2;0,00550614367555846
;True;CXCL9;MouseCaecum3;0,0022831918280594
;True;CXCL9;MouseCaecum4;0,00239740392713465
;True;IFN-g;MouseCaecum1;0,0306790436764073
;True;IFN-g;MouseCaecum2;0,00167800587379612
;True;IFN-g;MouseCaecum3;0,00291116219859661
;True;IFN-g;MouseCaecum4;0,000857552526148054
;True;IL-10;MouseCaecum1;0,00566574442298341
;True;IL-10;MouseCaecum2;0,000158033967920949
;True;IL-10;MouseCaecum3;0,000251125925498748
;True;IL-10;MouseCaecum4;0,000503106610255327
;True;IL-12;MouseCaecum1;0,00646721539229808
;True;IL-12;MouseCaecum2;0,000652714787355993
;True;IL-12;MouseCaecum3;0,00155528683056314
;True;IL-12;MouseCaecum4;0,000147025620391446
;True;IL-6;MouseCaecum1;0,0241761221386468
;True;IL-6;MouseCaecum2;0,0228419388743081
;True;IL-6;MouseCaecum3;0,0513406934811284
;True;IL-6;MouseCaecum4;0,00600139927997929
;True;STAT6;MouseCaecum1;0,0511671103620829
;True;STAT6;MouseCaecum2;0,0443359407921476
;True;STAT6;MouseCaecum3;0,0712201665333052
;True;STAT6;MouseCaecum4;0,016556495886659
;True;TGF-b;MouseCaecum1;0,129950864768961
;True;TGF-b;MouseCaecum2;0,0163374923572239
;True;TGF-b;MouseCaecum3;0,00751697466604403
;True;TGF-b;MouseCaecum4;0,0489790360882274
