;Target;Sample;Mean Cq;Mean Efficiency Corrected Cq;Normalized Expression;Relative Normalized Expression;Regulation;Compared to Regulation Threshold;P-Value;Exceeds P-Value Threshold
;CDC42;MouseCaecum1;23,9196118579678;23,9196118579678;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum2;22,1816717588658;22,1816717588658;n. def.;n. def.;n. def.;No change;0,168380033283176;Yes
;CDC42;MouseCaecum3;27,2579812626162;27,2579812626162;n. def.;n. def.;n. def.;No change;0,177927929163253;Yes
;CDC42;MouseCaecum4;24,3052126632414;24,3052126632414;n. def.;n. def.;n. def.;No change;0,628759105220164;Yes
;CXCL9;MouseCaecum1;21,9062341773245;21,9062341773245;0,126533166830631;1;1;No change;n. def.;No
;CXCL9;MouseCaecum2;27,7240851046336;27,7240851046336;0,000975923149053962;0,00771278529968563;-129,654847262604;Down regulated;0,13678992045229;Yes
;CXCL9;MouseCaecum3;24,2208240421902;24,2208240421902;0,378027610902997;2,9875772524448;2,9875772524448;No change;0,0808686021839375;Yes
;CXCL9;MouseCaecum4;21,7095678722196;21,7095678722196;0,218568124252931;1,72735836561723;1,72735836561723;No change;0,349391542326209;Yes
;IFN-g;MouseCaecum1;21,4858858844508;21,4858858844508;0,169333085655554;1;1;No change;n. def.;No
;IFN-g;MouseCaecum2;27,4389817042946;27,4389817042946;0,00118916000737529;0,00702260874046908;-142,397225440927;Down regulated;0,021885542650242;Yes
;IFN-g;MouseCaecum3;27,0604826193447;27,0604826193447;0,0528081693436387;0,311859723923401;-3,20656988795905;No change;0,0696618431649288;Yes
;IFN-g;MouseCaecum4;23,1943083820717;23,1943083820717;0,0780971878498132;0,461204539842103;-2,16823537847732;No change;0,0759084905338754;Yes
;IL-10;MouseCaecum1;28,0522662730469;28,0522662730469;0,00178675235187869;1;1;No change;n. def.;No
;IL-10;MouseCaecum2;28,2752697108499;28,2752697108499;0,000666028050034634;0,37275901684659;-2,68269835149703;No change;0,410792627207165;Yes
;IL-10;MouseCaecum3;32,6438673138645;32,6438673138645;0,00110137405608745;0,616411141101565;-1,62229384467798;No change;0,560758227181868;Yes
;IL-10;MouseCaecum4;28,016649979227;28,016649979227;0,00276036127358022;1,54490423402987;1,54490423402987;No change;0,914167521367633;Yes
;IL-12;MouseCaecum1;29,4280922439875;29,4280922439875;0,000688492916418321;1;1;No change;n. def.;No
;IL-12;MouseCaecum2;28,9847829203412;28,9847829203412;0,000407293764870944;0,591572919863531;-1,69040868238304;No change;0,505137593844762;Yes
;IL-12;MouseCaecum3;32,0967338352193;32,0967338352193;0,00160930525991547;2,33743183341289;2,33743183341289;No change;0,523285781395795;Yes
;IL-12;MouseCaecum4;28,0373651578242;28,0373651578242;0,00272100936011204;3,95212397284677;3,95212397284677;No change;0,112833150745961;Yes
;IL-6;MouseCaecum1;25,3317609618272;25,3317609618272;0,0117765495703577;1;1;No change;n. def.;No
;IL-6;MouseCaecum2;25,6969154578361;25,6969154578361;0,00397790575581214;0,337781939611988;-2,96048983894374;No change;0,200214096765474;Yes
;IL-6;MouseCaecum3;28,7132304561016;28,7132304561016;0,0167947846033645;1,42612099605457;1,42612099605457;No change;0,565289033881982;Yes
;IL-6;MouseCaecum4;24,8030743031684;24,8030743031684;0,0256064042640533;2,17435540954256;2,17435540954256;No change;0,174698490210169;Yes
;Ppia;MouseCaecum1;15,4034217398521;15,4034217398521;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppia;MouseCaecum2;14,3106419607381;14,3106419607381;n. def.;n. def.;n. def.;No change;0,723537890306369;Yes
;Ppia;MouseCaecum3;20,452388195603;20,452388195603;n. def.;n. def.;n. def.;No change;0,141355401741557;Yes
;Ppia;MouseCaecum4;16,2969288992648;16,2969288992648;n. def.;n. def.;n. def.;No change;0,573174760154303;Yes
;Ppib;MouseCaecum1;17,4484314291601;17,4484314291601;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppib;MouseCaecum2;16,6771070890414;16,6771070890414;n. def.;n. def.;n. def.;No change;0,321061711713786;Yes
;Ppib;MouseCaecum3;20,741793219235;20,741793219235;n. def.;n. def.;n. def.;No change;0,180956284657169;Yes
;Ppib;MouseCaecum4;17,9450268151265;17,9450268151265;n. def.;n. def.;n. def.;No change;0,795103662493932;Yes
;STAT6;MouseCaecum1;24,7144455023731;24,7144455023731;0,0180654396209732;1;1;No change;n. def.;No
;STAT6;MouseCaecum2;22,5330915708158;22,5330915708158;0,0356500694825511;1,97338510606534;1,97338510606534;No change;0,0342130145138037;Yes
;STAT6;MouseCaecum3;27,8926402648699;27,8926402648699;0,0296617452064242;1,64190552949446;1,64190552949446;No change;0,0979462564796375;Yes
;STAT6;MouseCaecum4;24,331507889151;24,331507889151;0,0355062031233753;1,96542148258347;1,96542148258347;No change;0,102039146698974;Yes
;TGF-b;MouseCaecum1;24,1775131910459;24,1775131910459;0,0262108597080055;1;1;No change;n. def.;No
;TGF-b;MouseCaecum2;23,0174039247104;23,0174039247104;0,0254840139910099;0,97226929123681;-1,02852163388593;No change;0,834479632665988;Yes
;TGF-b;MouseCaecum3;27,4236390899259;27,4236390899259;0,0410563296416971;1,56638622689501;1,56638622689501;No change;0,0698229151431226;Yes
;TGF-b;MouseCaecum4;24,2553086212276;24,2553086212276;0,0374319540052515;1,4281085940046;1,4281085940046;No change;0,200275729828763;Yes
