;Well;Fluor;Target;Content;Sample;End RFU;Call;Sample Type;CallType;Is Control
;C01;SYBR;CXCL9;Unkn;MouseCaecum2;1424,68485818306;(+) Positive;Unknown;Positive;False
;C02;SYBR;IL-10;Unkn;MouseCaecum2;1512,86941038806;(+) Positive;Unknown;Positive;False
;C03;SYBR;IL-12;Unkn;MouseCaecum2;1251,12479995775;(+) Positive;Unknown;Positive;False
;C04;SYBR;IL-6;Unkn;MouseCaecum2;1177,50994392969;(+) Positive;Unknown;Positive;False
;C05;SYBR;IFN-g;Unkn;MouseCaecum2;1260,16274574155;(+) Positive;Unknown;Positive;False
;C06;SYBR;STAT6;Unkn;MouseCaecum2;1222,32729078908;(+) Positive;Unknown;Positive;False
;C07;SYBR;TGF-b;Unkn;MouseCaecum2;1102,69737458091;(+) Positive;Unknown;Positive;False
;C08;SYBR;Ppia;Unkn;MouseCaecum2;969,612688817057;(+) Positive;Unknown;Positive;False
;C09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;781,068556583949;(+) Positive;ControlPositive;Positive;False
;C10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;602,651647188426;(+) Positive;ControlPositive;Positive;False
;C11;SYBR;;Neg Ctrl;;-1,88828836039029;;ControlNegative;Negative;True
;D01;SYBR;CXCL9;Unkn;MouseCaecum2;1341,1876870383;(+) Positive;Unknown;Positive;False
;D02;SYBR;IL-10;Unkn;MouseCaecum2;1426,41356949791;(+) Positive;Unknown;Positive;False
;D03;SYBR;IL-12;Unkn;MouseCaecum2;1351,25964566285;(+) Positive;Unknown;Positive;False
;D04;SYBR;IL-6;Unkn;MouseCaecum2;1202,39992777382;(+) Positive;Unknown;Positive;False
;D05;SYBR;IFN-g;Unkn;MouseCaecum2;1345,20271592185;(+) Positive;Unknown;Positive;False
;D06;SYBR;STAT6;Unkn;MouseCaecum2;1276,50135181609;(+) Positive;Unknown;Positive;False
;D07;SYBR;TGF-b;Unkn;MouseCaecum2;1181,80754932103;(+) Positive;Unknown;Positive;False
;D08;SYBR;Ppia;Unkn;MouseCaecum2;1166,05071260477;(+) Positive;Unknown;Positive;False
;D09;SYBR;Ppib;Pos Ctrl;MouseCaecum2;686,446191387552;(+) Positive;ControlPositive;Positive;False
;D10;SYBR;CDC42;Pos Ctrl;MouseCaecum2;746,30692748284;(+) Positive;ControlPositive;Positive;False
;D11;SYBR;;Neg Ctrl;;-6,85044979438753;;ControlNegative;Negative;True
;E01;SYBR;CXCL9;Unkn;MouseCaecum3;1614,47016100827;(+) Positive;Unknown;Positive;False
;E02;SYBR;IL-10;Unkn;MouseCaecum3;894,595447606501;(+) Positive;Unknown;Positive;False
;E03;SYBR;IL-12;Unkn;MouseCaecum3;986,489779760921;(+) Positive;Unknown;Positive;False
;E04;SYBR;IL-6;Unkn;MouseCaecum3;1128,94594527868;(+) Positive;Unknown;Positive;False
;E05;SYBR;IFN-g;Unkn;MouseCaecum3;1677,93869259188;(+) Positive;Unknown;Positive;False
;E06;SYBR;STAT6;Unkn;MouseCaecum3;1149,9108348908;(+) Positive;Unknown;Positive;False
;E07;SYBR;TGF-b;Unkn;MouseCaecum3;1083,53727713784;(+) Positive;Unknown;Positive;False
;E08;SYBR;Ppia;Unkn;MouseCaecum3;1117,20091537852;(+) Positive;Unknown;Positive;False
;E09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;874,865641265993;(+) Positive;ControlPositive;Positive;False
;E10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;730,866216711427;(+) Positive;ControlPositive;Positive;False
;E11;SYBR;;Neg Ctrl;;-2,0979095485618;;ControlNegative;Negative;True
;F01;SYBR;CXCL9;Unkn;MouseCaecum3;1654,93791677908;(+) Positive;Unknown;Positive;False
;F02;SYBR;IL-10;Unkn;MouseCaecum3;1148,11640772848;(+) Positive;Unknown;Positive;False
;F03;SYBR;IL-12;Unkn;MouseCaecum3;1258,47374029017;(+) Positive;Unknown;Positive;False
;F04;SYBR;IL-6;Unkn;MouseCaecum3;1083,52611791538;(+) Positive;Unknown;Positive;False
;F05;SYBR;IFN-g;Unkn;MouseCaecum3;1525,68432237864;(+) Positive;Unknown;Positive;False
;F06;SYBR;STAT6;Unkn;MouseCaecum3;1080,28961179874;(+) Positive;Unknown;Positive;False
;F07;SYBR;TGF-b;Unkn;MouseCaecum3;1176,00321494007;(+) Positive;Unknown;Positive;False
;F08;SYBR;Ppia;Unkn;MouseCaecum3;1348,40686969808;(+) Positive;Unknown;Positive;False
;F09;SYBR;Ppib;Pos Ctrl;MouseCaecum3;1191,58018683399;(+) Positive;ControlPositive;Positive;False
;F10;SYBR;CDC42;Pos Ctrl;MouseCaecum3;1075,86669934759;(+) Positive;ControlPositive;Positive;False
;F11;SYBR;;Neg Ctrl;;-1,61304827170097;;ControlNegative;Negative;True
;G01;SYBR;CXCL9;Unkn;MouseCaecum4;2022,27981960981;(+) Positive;Unknown;Positive;False
;G02;SYBR;IL-10;Unkn;MouseCaecum4;1781,77071588416;(+) Positive;Unknown;Positive;False
;G03;SYBR;IL-12;Unkn;MouseCaecum4;1663,93459593115;(+) Positive;Unknown;Positive;False
;G04;SYBR;IL-6;Unkn;MouseCaecum4;1222,28488374597;(+) Positive;Unknown;Positive;False
;G05;SYBR;IFN-g;Unkn;MouseCaecum4;1751,04410958892;(+) Positive;Unknown;Positive;False
;G06;SYBR;STAT6;Unkn;MouseCaecum4;1377,41814456806;(+) Positive;Unknown;Positive;False
;G07;SYBR;TGF-b;Unkn;MouseCaecum4;1413,02236661963;(+) Positive;Unknown;Positive;False
;G08;SYBR;Ppia;Unkn;MouseCaecum4;1432,34718807291;(+) Positive;Unknown;Positive;False
;G09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;1435,80700606516;(+) Positive;ControlPositive;Positive;False
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;1346,49896926211;(+) Positive;ControlPositive;Positive;False
;G11;SYBR;;Neg Ctrl;;-1,41527097128883;;ControlNegative;Negative;True
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;1682,83917304632;(+) Positive;Unknown;Positive;False
;H02;SYBR;IL-10;Unkn;MouseCaecum4;1562,30501658606;(+) Positive;Unknown;Positive;False
;H03;SYBR;IL-12;Unkn;MouseCaecum4;1597,69929497633;(+) Positive;Unknown;Positive;False
;H04;SYBR;IL-6;Unkn;MouseCaecum4;1326,15999158797;(+) Positive;Unknown;Positive;False
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;1788,79904301778;(+) Positive;Unknown;Positive;False
;H06;SYBR;STAT6;Unkn;MouseCaecum4;1375,38217318357;(+) Positive;Unknown;Positive;False
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;1555,49080061692;(+) Positive;Unknown;Positive;False
;H08;SYBR;Ppia;Unkn;MouseCaecum4;1429,23740109093;(+) Positive;Unknown;Positive;False
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;1597,24073497807;(+) Positive;ControlPositive;Positive;False
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;1552,0144144125;(+) Positive;ControlPositive;Positive;False
;H11;SYBR;;Neg Ctrl;;-2,24061939139647;;ControlNegative;Negative;True
